time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-08-09 10:45:00+00:00,-160.2,169.5,3.7,91.1,86.6,0.0,211.4,0.2,4.6,112.6,13.3,15.1,2.3,3064.1,3354.7,288.2,95.0,84.4,0.719,-1.126,-0.14,-0.566,1.5,-0.28,-0.293,-0.186,-372.0
2026-08-09 11:00:00+00:00,26.0,169.4,3.7,91.0,86.0,0.0,207.4,0.2,4.6,112.1,13.1,15.4,2.6,3028.6,3446.3,415.0,91.4,84.4,0.759,-1.137,-0.159,-0.594,1.541,-0.271,-0.222,-0.083,-166.00000000000009
2026-08-09 11:15:00+00:00,1.0,169.5,3.6,91.2,85.6,0.0,209.1,0.2,4.6,111.9,13.0,15.2,2.4,3041.8,3471.7,427.5,91.1,84.4,0.781,-1.168,-0.171,-0.594,1.577,-0.269,-0.222,-0.066,-131.99999999999997
2026-08-09 11:30:00+00:00,66.0,169.2,3.6,91.2,85.5,0.0,208.9,0.2,4.6,112.8,13.0,14.4,2.2,3015.3,3463.4,445.9,90.6,84.3,0.777,-1.171,-0.167,-0.594,1.6,-0.271,-0.222,-0.048,-95.99999999999996
2026-08-09 11:45:00+00:00,63.6,169.3,3.6,91.0,83.5,0.0,209.7,0.2,4.6,116.0,12.9,13.8,2.2,2996.7,3470.1,471.2,89.9,84.2,0.806,-1.157,-0.147,-0.594,1.586,-0.265,-0.222,0.007,13.999999999999977
2026-08-09 12:00:00+00:00,80.1,169.3,3.6,91.3,83.9,0.0,209.5,0.2,4.6,123.2,13.1,15.3,2.6,2923.5,3485.8,559.7,87.4,83.7,0.843,-1.164,-0.179,-0.573,1.64,-0.255,-0.241,0.072,142.99999999999997
2026-08-09 12:15:00+00:00,37.7,169.1,3.7,90.8,85.2,0.0,209.4,0.2,4.6,118.8,12.8,15.9,2.2,2892.4,3424.9,530.3,88.0,83.6,0.812,-1.207,-0.199,-0.573,1.727,-0.283,-0.241,0.036,72.00000000000009
2026-08-09 12:30:00+00:00,-68.6,169.0,3.7,91.0,86.6,0.0,209.9,0.2,4.6,117.9,12.0,16.0,1.8,3049.1,3450.0,399.2,91.9,84.3,0.723,-1.143,-0.203,-0.573,1.63,-0.291,-0.241,-0.098,-196.00000000000003
2026-08-09 12:45:00+00:00,6.6,169.1,3.7,91.4,86.2,0.0,209.0,0.2,4.6,116.3,11.9,16.3,3.0,2983.7,3495.8,509.2,88.9,84.1,0.659,-1.08,-0.129,-0.573,1.584,-0.302,-0.241,-0.082,-163.99999999999991
2026-08-09 13:00:00+00:00,-166.4,169.0,3.7,91.1,87.1,0.0,224.0,0.2,4.5,113.2,13.1,16.7,2.7,3071.0,3498.7,425.0,91.3,84.2,0.518,-1.014,-0.024,-0.444,1.456,-0.327,-0.26,-0.096,-191.00000000000003
2026-08-09 13:15:00+00:00,28.5,169.0,3.7,91.0,88.4,0.0,229.2,0.2,4.5,109.4,13.2,17.0,3.7,2982.9,3528.1,541.4,88.1,83.7,0.489,-0.872,-0.018,-0.444,1.341,-0.26,-0.26,-0.024,-48.00000000000002
2026-08-09 13:30:00+00:00,168.4,169.0,3.8,91.3,88.2,0.0,228.3,0.2,4.5,106.7,13.3,15.9,2.3,2973.4,3656.2,680.4,84.7,83.8,0.493,-0.801,-0.01,-0.444,1.33,-0.223,-0.26,0.084,169.00000000000009
2026-08-09 13:45:00+00:00,389.8,168.9,3.8,91.3,88.5,0.0,228.8,0.2,4.5,102.1,13.2,15.4,3.4,2866.2,3752.6,883.0,79.7,83.4,0.535,-0.762,-0.037,-0.444,1.425,-0.189,-0.26,0.268,536.0
2026-08-09 14:00:00+00:00,576.6,168.6,3.8,91.1,89.0,0.0,232.3,0.2,4.5,98.3,13.8,16.0,4.2,2712.5,3890.5,1173.7,72.9,82.6,0.636,-0.802,-0.126,-0.414,1.787,-0.188,-0.387,0.507,1012.9999999999999
2026-08-09 14:15:00+00:00,805.5,168.7,3.8,92.5,89.5,0.0,240.4,0.2,4.5,103.6,14.2,15.9,2.5,2611.2,4048.5,1434.8,67.6,81.8,0.709,-0.82,-0.204,-0.414,2.026,-0.148,-0.387,0.762,1524.0
2026-08-09 14:30:00+00:00,763.0,169.0,3.7,95.0,90.5,0.0,251.1,0.2,4.5,106.5,14.1,15.8,3.9,2702.7,4204.4,1497.9,67.4,81.9,0.798,-0.858,-0.281,-0.414,2.126,-0.119,-0.387,0.864,1729.0
2026-08-09 14:45:00+00:00,798.4,168.8,3.7,98.5,98.4,0.0,261.0,0.2,4.5,111.7,14.2,16.0,4.9,2750.8,4356.2,1600.5,66.2,81.7,0.735,-0.826,-0.235,-0.414,2.104,-0.153,-0.387,0.824,1648.0000000000002
2026-08-09 15:00:00+00:00,1125.4,168.8,3.7,98.8,110.7,0.0,264.6,0.2,4.5,109.9,14.5,15.3,4.8,2500.6,4444.9,1939.5,59.3,79.9,0.617,-0.566,-0.136,-0.168,1.855,-0.159,-0.197,1.245,2490.9999999999995
2026-08-09 15:15:00+00:00,1305.7,168.8,3.7,99.5,120.7,0.0,330.7,0.2,4.5,112.6,15.1,15.5,5.7,2260.5,4552.9,2286.7,52.6,76.4,0.613,-0.515,-0.162,-0.168,2.013,-0.134,-0.197,1.45,2899.9999999999995
2026-08-09 15:30:00+00:00,1618.7,168.9,3.7,101.2,122.5,0.0,483.7,0.2,4.5,176.9,15.5,15.6,6.5,1950.6,4669.6,2712.5,44.8,68.5,0.643,-0.516,-0.171,-0.168,2.125,-0.141,-0.197,1.575,3150.0
2026-08-09 15:45:00+00:00,2090.9,168.6,3.7,105.2,121.8,0.0,520.6,0.2,4.5,216.3,15.6,16.1,7.3,1627.7,4812.1,3177.1,36.8,63.1,0.666,-0.42,-0.118,-0.168,2.152,-0.112,-0.197,1.802,3605.0
2026-08-09 16:00:00+00:00,2626.0,168.8,3.7,107.0,139.1,0.0,430.6,0.2,4.5,113.0,14.9,15.9,6.5,1296.5,4937.8,3634.8,29.2,62.6,0.88,-0.343,-0.085,0.028,2.245,0.01,0.051,2.785,5571.0
2026-08-09 16:15:00+00:00,2882.2,168.8,3.7,107.3,142.5,0.0,503.6,0.2,4.5,129.3,15.6,15.7,6.8,971.7,5025.8,4047.3,22.2,54.0,0.894,-0.224,-0.02,0.028,2.221,0.029,0.051,2.979,5958.0
2026-08-09 16:30:00+00:00,3248.3,168.7,3.7,106.9,151.6,0.0,508.0,0.2,4.5,177.0,15.6,16.2,6.8,702.8,5111.2,4401.6,16.6,45.6,0.746,-0.106,0.143,0.028,2.206,-0.032,0.051,3.036,6072.0
2026-08-09 16:45:00+00:00,3368.6,168.8,3.8,107.4,163.6,0.0,530.6,0.2,4.5,276.2,15.3,16.1,8.8,473.4,5181.1,4698.9,12.0,35.1,0.719,-0.091,0.147,0.028,2.327,-0.024,0.051,3.158,6314.999999999999
2026-08-09 17:00:00+00:00,3712.9,168.8,5.0,106.9,192.4,0.0,588.2,0.2,4.5,192.5,15.2,16.2,9.1,296.4,5251.5,4946.0,8.5,27.9,0.736,0.008,0.148,0.157,2.33,0.031,0.181,3.591,7182.0
2026-08-09 17:15:00+00:00,3640.1,168.8,5.0,107.4,220.5,0.0,588.3,0.2,4.5,219.0,15.7,16.1,10.8,174.5,5283.4,5098.1,6.2,21.3,0.732,0.041,0.197,0.157,2.354,0.018,0.181,3.679,7359.0
2026-08-09 17:30:00+00:00,3697.3,169.0,5.0,107.2,236.7,0.0,601.5,0.2,4.5,317.0,15.9,16.2,13.4,88.8,5294.2,5192.0,4.6,15.4,0.72,0.023,0.181,0.157,2.361,0.018,0.181,3.64,7281.000000000001
2026-08-09 17:45:00+00:00,3698.0,169.1,5.1,108.0,248.9,0.0,603.1,0.2,4.5,281.3,15.6,15.5,16.7,31.3,5281.2,5233.2,3.6,12.6,0.71,0.025,0.198,0.157,2.358,0.004,0.181,3.634,7267.0
2026-08-09 18:00:00+00:00,3560.9,169.0,5.1,108.3,252.4,0.0,622.2,0.2,4.5,444.7,16.2,15.6,20.7,15.7,5262.9,5226.4,3.4,10.7,0.56,0.018,0.24,0.182,2.286,-0.045,0.29,3.531,7062.0
2026-08-09 18:15:00+00:00,3526.6,169.1,5.1,108.0,257.0,0.0,608.8,0.2,4.5,420.4,16.3,16.2,22.2,12.2,5233.2,5198.8,3.4,10.8,0.547,0.01,0.256,0.182,2.338,-0.059,0.29,3.564,7128.0
2026-08-09 18:30:00+00:00,3642.8,169.1,5.1,109.2,259.0,0.0,589.9,0.2,4.5,381.8,16.6,15.8,23.5,10.8,5260.9,5226.5,3.4,11.2,0.57,0.016,0.279,0.182,2.356,-0.072,0.29,3.622,7242.999999999999
2026-08-09 18:45:00+00:00,3628.2,169.0,5.1,109.4,254.1,0.0,599.0,0.2,4.5,369.2,17.0,16.2,25.8,11.7,5257.9,5220.3,3.5,11.5,0.518,0.023,0.335,0.182,2.275,-0.101,0.29,3.521,7043.0
2026-08-09 19:00:00+00:00,3532.6,169.1,5.1,110.4,256.9,0.0,568.5,0.2,4.5,408.8,16.4,16.0,28.9,19.5,5132.2,5083.7,3.8,12.0,0.444,-0.014,0.356,0.175,2.251,-0.149,0.432,3.496,6991.0
2026-08-09 19:15:00+00:00,3447.6,169.2,5.1,111.4,258.0,0.0,570.6,0.2,4.5,405.1,16.3,15.9,31.9,21.7,5072.4,5018.8,3.9,12.4,0.392,-0.089,0.314,0.175,2.397,-0.191,0.432,3.43,6860.0
2026-08-09 19:30:00+00:00,3562.2,169.1,5.1,111.6,255.3,0.0,546.9,0.2,4.5,254.7,16.5,16.3,37.6,9.0,4984.8,4938.2,3.9,13.5,0.393,-0.144,0.311,0.175,2.567,-0.218,0.432,3.518,7034.000000000001
2026-08-09 19:45:00+00:00,3649.7,169.1,5.1,111.4,254.4,0.0,510.7,0.2,4.5,92.8,16.3,16.2,41.1,0.5,4901.3,4859.8,3.8,15.3,0.453,-0.174,0.274,0.175,2.696,-0.196,0.432,3.661,7321.0
2026-08-09 20:00:00+00:00,3719.2,169.2,5.1,111.5,255.9,0.0,501.0,0.2,4.5,93.5,16.2,16.1,44.7,4.7,4909.9,4860.5,4.0,15.9,0.44,-0.211,0.287,0.119,2.781,-0.204,0.435,3.647,7294.000000000001
2026-08-09 20:15:00+00:00,3715.1,169.3,5.1,111.9,245.5,0.0,495.8,0.2,4.5,59.6,16.2,16.6,58.4,11.1,4883.0,4813.4,4.4,18.1,0.451,-0.274,0.265,0.119,2.898,-0.207,0.435,3.687,7374.000000000001
2026-08-09 20:30:00+00:00,3619.8,169.4,5.1,112.1,249.2,0.0,470.1,0.2,4.5,37.2,16.1,16.7,68.9,3.8,4759.8,4687.0,4.6,19.0,0.362,-0.232,0.28,0.119,2.816,-0.24,0.435,3.54,7080.0
2026-08-09 20:45:00+00:00,3534.7,169.3,5.1,112.0,248.3,0.0,459.7,0.2,4.5,43.6,16.3,16.0,82.2,3.9,4684.3,4598.2,5.0,20.0,0.401,-0.316,0.2,0.119,2.956,-0.226,0.435,3.568,7137.0
2026-08-09 21:00:00+00:00,3436.4,169.3,5.1,111.8,244.3,0.0,508.5,0.2,4.5,36.8,16.4,16.6,86.4,0.1,4642.5,4556.0,5.0,19.4,0.313,-0.328,0.191,0.075,2.879,-0.261,0.499,3.368,6736.0
2026-08-09 21:15:00+00:00,3327.1,169.1,5.1,112.0,243.5,0.0,504.6,0.2,4.5,25.2,16.4,15.5,85.2,0.1,4531.0,4445.7,5.1,19.6,0.301,-0.352,0.146,0.075,2.867,-0.265,0.499,3.271,6542.0
2026-08-09 21:30:00+00:00,3226.3,169.2,5.1,111.9,243.4,0.0,505.9,0.2,4.5,22.7,16.0,15.1,87.8,0.0,4416.9,4329.1,5.3,19.7,0.346,-0.418,0.07,0.075,2.949,-0.27,0.499,3.251,6502.0
2026-08-09 21:45:00+00:00,3111.5,169.1,5.1,111.9,243.2,0.0,502.6,0.2,4.5,26.4,16.3,16.8,96.4,0.1,4326.4,4229.9,5.6,20.4,0.34,-0.428,0.04,0.075,2.92,-0.28,0.499,3.166,6332.0
2026-08-09 22:00:00+00:00,3054.9,169.0,3.8,108.5,243.8,0.0,469.4,0.2,4.5,58.5,15.4,16.5,88.3,26.0,4254.4,4140.1,6.0,21.2,0.306,-0.488,0.034,0.034,3.036,-0.326,0.527,3.123,6246.0
2026-08-09 22:15:00+00:00,2975.4,169.0,3.7,103.7,242.6,0.0,464.5,0.2,4.5,45.4,14.9,16.4,92.4,25.7,4168.1,4050.0,6.1,21.4,0.213,-0.466,0.091,0.034,2.922,-0.363,0.527,2.958,5916.0
2026-08-09 22:30:00+00:00,2907.3,168.9,3.7,102.8,231.2,0.0,483.9,0.2,4.5,41.2,14.7,15.7,96.7,25.8,4096.9,3974.4,6.3,21.5,0.193,-0.45,0.098,0.034,2.816,-0.362,0.527,2.856,5712.0
2026-08-09 22:45:00+00:00,2830.3,169.0,3.7,102.9,215.0,0.0,485.2,0.2,4.5,41.8,14.5,16.2,91.3,25.7,4007.6,3890.6,6.3,21.4,0.203,-0.445,0.083,0.034,2.748,-0.344,0.527,2.804,5610.0
2026-08-09 23:00:00+00:00,2760.7,169.0,3.7,102.7,202.6,0.0,476.2,0.2,4.5,36.1,15.4,16.8,87.7,25.8,3908.3,3794.8,6.4,21.8,0.074,-0.408,0.156,0.071,2.632,-0.402,0.64,2.763,5526.0
2026-08-09 23:15:00+00:00,2813.8,169.0,3.7,102.9,198.0,0.0,363.3,0.2,4.5,30.4,15.8,16.2,87.3,25.7,3861.0,3748.0,6.4,24.4,0.076,-0.395,0.169,0.071,2.646,-0.402,0.64,2.806,5611.0
2026-08-09 23:30:00+00:00,2750.9,169.1,3.7,102.6,199.1,0.0,352.1,0.2,4.5,48.1,16.0,16.2,84.9,25.7,3805.0,3694.3,6.5,24.0,0.081,-0.41,0.142,0.071,2.65,-0.397,0.64,2.777,5554.0
2026-08-09 23:45:00+00:00,2698.8,169.2,3.7,102.9,198.4,0.0,394.9,0.2,4.5,58.2,16.0,15.4,76.3,26.6,3762.3,3659.3,6.3,22.3,0.098,-0.434,0.083,0.071,2.662,-0.379,0.64,2.741,5482.0
2026-08-10 00:00:00+00:00,2585.4,169.3,3.7,102.7,199.7,0.0,474.6,0.2,4.5,43.6,16.0,15.8,66.7,26.6,3742.1,3648.8,6.1,20.3,0.009,-0.414,0.058,0.092,2.668,-0.415,0.595,2.592,5185.000000000001
2026-08-10 00:15:00+00:00,2585.3,169.3,3.7,102.8,200.3,0.0,460.4,0.2,4.5,43.5,16.0,15.9,64.7,26.0,3727.4,3636.7,6.1,20.4,-0.001,-0.379,0.056,0.092,2.635,-0.392,0.595,2.606,5212.0
2026-08-10 00:30:00+00:00,2622.3,169.3,3.7,102.8,198.8,0.0,437.9,0.2,4.5,46.5,16.0,15.8,63.4,25.7,3698.4,3609.3,6.1,20.7,0.025,-0.363,0.01,0.092,2.64,-0.368,0.595,2.632,5263.0
2026-08-10 00:45:00+00:00,2605.5,169.2,3.7,102.8,198.8,0.0,433.7,0.2,4.5,27.4,15.5,15.7,64.9,25.7,3666.1,3575.5,6.1,21.2,0.031,-0.356,-0.012,0.092,2.625,-0.356,0.595,2.62,5239.0
2026-08-10 01:00:00+00:00,2595.4,169.2,3.7,102.8,198.2,0.0,457.8,0.2,4.5,25.8,14.5,15.6,65.6,25.8,3669.1,3577.8,6.1,20.7,-0.004,-0.324,-0.004,0.101,2.6,-0.357,0.554,2.567,5133.000000000001
2026-08-10 01:15:00+00:00,2597.2,169.2,3.7,102.7,197.5,0.0,479.9,0.2,4.5,22.7,14.0,16.4,62.8,25.7,3674.1,3585.6,6.0,20.2,0.003,-0.31,-0.022,0.101,2.605,-0.343,0.554,2.589,5177.0
2026-08-10 01:30:00+00:00,2598.2,169.3,3.7,102.2,198.1,0.0,478.9,0.2,4.5,22.7,14.0,15.8,61.6,25.8,3669.4,3582.0,6.0,20.0,0.023,-0.396,-0.04,0.101,2.707,-0.367,0.554,2.583,5165.0
2026-08-10 01:45:00+00:00,2552.2,169.2,3.7,102.6,199.4,0.0,476.9,0.2,4.5,37.9,14.5,15.3,68.0,25.9,3675.4,3581.5,6.2,20.3,0.005,-0.4,0.008,0.101,2.676,-0.391,0.554,2.553,5106.0
2026-08-10 02:00:00+00:00,2652.7,169.1,3.7,102.7,199.0,0.0,440.7,0.2,4.5,28.6,15.0,16.1,82.8,25.7,3717.4,3608.8,6.5,22.3,0.069,-0.387,-0.022,0.1,2.681,-0.361,0.566,2.646,5292.0
2026-08-10 02:15:00+00:00,2667.4,169.4,3.7,102.6,197.9,0.0,463.6,0.2,4.5,23.3,15.0,15.6,92.2,25.7,3743.7,3625.8,6.7,22.6,0.043,-0.368,0.007,0.1,2.644,-0.376,0.566,2.616,5232.0
2026-08-10 02:30:00+00:00,2675.4,169.4,3.7,103.1,197.8,0.0,476.9,0.2,4.5,23.4,14.7,17.0,90.5,25.8,3788.7,3672.3,6.6,22.3,0.043,-0.371,0.013,0.1,2.686,-0.377,0.566,2.659,5319.0
2026-08-10 02:45:00+00:00,2704.9,169.4,3.7,102.9,211.5,0.0,480.6,0.2,4.5,22.2,14.7,17.3,91.0,25.8,3825.5,3708.7,6.6,22.0,0.027,-0.331,0.028,0.1,2.68,-0.372,0.566,2.699,5397.0
2026-08-10 03:00:00+00:00,2816.5,169.5,3.6,102.8,227.3,0.0,476.0,0.2,4.5,24.8,15.0,15.8,92.4,31.2,3894.6,3771.0,6.6,22.2,0.104,-0.252,-0.003,0.176,2.623,-0.301,0.405,2.753,5505.0
2026-08-10 03:15:00+00:00,2770.8,169.3,3.7,103.2,243.5,0.0,480.6,0.2,4.6,24.0,15.1,14.8,85.6,41.2,3933.3,3806.6,6.6,22.0,0.068,-0.217,0.024,0.176,2.627,-0.314,0.405,2.768,5537.0
2026-08-10 03:30:00+00:00,2804.9,169.2,3.6,103.2,243.0,0.0,486.9,0.2,4.6,24.2,15.4,15.4,77.0,63.0,3962.2,3822.2,6.9,22.8,0.032,-0.181,0.046,0.176,2.598,-0.32,0.405,2.756,5512.0
2026-08-10 03:45:00+00:00,2862.4,169.2,3.7,103.2,242.1,0.0,475.1,0.2,4.6,22.6,15.4,15.3,76.2,97.5,4045.4,3871.7,7.6,25.2,0.067,-0.138,0.044,0.176,2.54,-0.297,0.405,2.798,5595.0
2026-08-10 04:00:00+00:00,2878.6,169.1,4.6,103.4,243.2,0.0,478.0,0.2,4.6,68.5,15.3,15.7,74.7,164.3,4189.0,3950.0,8.9,27.9,0.132,-0.1,0.111,0.219,2.382,-0.254,0.398,2.887,5775.0
2026-08-10 04:15:00+00:00,2815.6,169.0,4.7,102.8,244.3,0.0,491.9,0.2,4.6,122.8,15.5,15.4,72.3,272.8,4279.3,3934.3,11.2,31.7,0.135,-0.064,0.116,0.219,2.241,-0.247,0.398,2.797,5595.000000000001
2026-08-10 04:30:00+00:00,2743.8,169.2,4.7,102.6,254.0,0.0,503.5,0.2,4.6,71.2,15.4,13.7,66.5,424.8,4350.6,3859.3,14.4,38.4,0.11,-0.012,0.148,0.219,2.079,-0.235,0.398,2.707,5414.0
2026-08-10 04:45:00+00:00,2617.6,169.1,4.7,102.6,254.5,0.0,506.5,0.2,4.6,25.6,13.9,13.2,63.8,635.9,4326.4,3626.6,19.2,46.4,-0.008,-0.005,0.227,0.219,1.946,-0.28,0.398,2.496,4993.0
2026-08-10 05:00:00+00:00,2262.5,169.1,4.3,102.7,255.5,0.0,506.0,0.2,4.6,28.7,10.8,15.1,57.2,888.7,4340.6,3394.6,24.8,52.7,-0.107,0.015,0.298,0.21,1.73,-0.327,0.483,2.302,4604.0
2026-08-10 05:15:00+00:00,2041.7,169.1,4.5,102.9,256.1,0.0,482.7,0.2,4.6,28.1,10.6,16.9,49.0,1177.6,4356.8,3130.2,31.2,59.0,-0.181,0.013,0.361,0.21,1.526,-0.362,0.483,2.05,4100.0
2026-08-10 05:30:00+00:00,1746.2,168.9,4.7,102.7,256.5,0.0,460.1,0.2,4.6,33.6,10.3,16.1,39.8,1484.7,4345.5,2821.1,38.1,64.1,-0.294,0.023,0.409,0.21,1.358,-0.409,0.483,1.779,3558.9999999999995
2026-08-10 05:45:00+00:00,1503.0,169.0,4.7,103.0,247.0,0.0,446.1,0.2,4.6,42.0,10.5,15.7,28.0,1792.8,4264.4,2443.6,45.8,68.2,-0.488,0.031,0.483,0.21,1.136,-0.47,0.483,1.385,2769.9999999999995
2026-08-10 06:00:00+00:00,1087.2,168.6,3.8,102.4,253.6,0.0,496.1,0.2,4.6,78.8,9.8,14.8,20.9,2099.5,4263.7,2143.4,52.7,69.1,-0.535,-0.086,0.483,0.051,1.078,-0.497,0.487,0.98,1961.0
2026-08-10 06:15:00+00:00,773.7,168.4,3.7,101.0,256.5,0.0,554.2,0.2,4.6,102.3,10.4,14.6,14.9,2376.1,4282.4,1891.4,58.8,69.8,-0.634,-0.189,0.536,0.051,0.981,-0.542,0.487,0.689,1379.0
2026-08-10 06:30:00+00:00,534.1,168.5,3.7,100.8,257.5,0.0,513.1,0.2,4.6,62.9,10.0,15.6,10.4,2603.9,4242.0,1627.7,64.6,73.1,-0.728,-0.21,0.615,0.051,0.852,-0.548,0.487,0.518,1037.0
2026-08-10 06:45:00+00:00,308.7,168.4,3.7,100.2,258.2,0.0,484.7,0.2,4.6,59.8,10.4,15.4,10.5,2804.9,4206.6,1391.2,69.9,75.0,-0.812,-0.221,0.665,0.051,0.69,-0.589,0.487,0.271,541.9999999999998
2026-08-10 07:00:00+00:00,74.6,168.5,3.7,100.6,253.9,0.0,465.8,0.2,4.6,66.9,11.2,14.7,7.5,2990.5,4156.8,1158.8,75.2,76.5,-0.686,-0.249,0.48,-0.035,0.636,-0.535,0.453,0.063,126.99999999999989
2026-08-10 07:15:00+00:00,-121.8,168.8,3.7,100.3,248.0,0.0,457.1,0.2,4.7,69.1,13.0,13.0,9.8,3157.0,4085.3,918.4,80.7,77.6,-0.736,-0.264,0.549,-0.035,0.431,-0.544,0.453,-0.146,-291.99999999999994
2026-08-10 07:30:00+00:00,-204.8,169.0,3.7,100.3,242.5,0.0,415.9,0.2,4.7,75.1,14.0,13.2,16.2,3318.7,4094.9,760.0,84.6,79.2,-0.803,-0.235,0.592,-0.035,0.298,-0.544,0.453,-0.274,-548.0
2026-08-10 07:45:00+00:00,-410.6,168.9,3.7,100.4,229.5,0.0,408.6,0.2,4.7,118.9,14.8,12.9,18.6,3457.1,4053.2,577.5,89.0,79.5,-0.838,-0.162,0.606,-0.035,-0.024,-0.498,0.453,-0.499,-997.0000000000001
2026-08-10 08:00:00+00:00,-432.0,168.7,3.8,99.6,214.7,0.0,391.9,0.2,4.7,91.2,14.3,11.7,22.1,3562.6,4088.8,504.1,90.8,81.0,-0.817,-0.214,0.616,-0.102,0.037,-0.524,0.441,-0.563,-1126.0
2026-08-10 08:15:00+00:00,-373.1,168.3,3.8,98.9,212.2,0.0,260.9,0.2,4.7,79.1,13.8,11.4,24.3,3685.5,4110.1,400.4,93.4,84.1,-0.779,-0.25,0.622,-0.102,0.087,-0.526,0.441,-0.507,-1013.9999999999998
2026-08-10 08:30:00+00:00,-434.3,168.0,3.8,99.0,199.3,0.0,241.4,0.2,4.7,86.5,13.5,12.2,22.7,3788.3,4172.5,361.4,94.4,84.9,-0.705,-0.266,0.613,-0.102,0.075,-0.516,0.441,-0.461,-921.0
2026-08-10 08:45:00+00:00,-469.0,168.2,3.8,98.7,182.3,0.0,265.5,0.2,4.7,88.0,14.9,13.2,21.3,3839.9,4208.0,346.8,94.8,84.9,-0.592,-0.289,0.589,-0.102,0.03,-0.477,0.441,-0.401,-800.9999999999999
2026-08-10 09:00:00+00:00,-692.2,168.5,3.8,98.6,188.7,0.0,326.0,0.2,4.7,128.4,14.1,12.1,19.1,3902.8,4171.5,249.6,97.1,83.2,-0.479,-0.411,0.511,-0.275,0.114,-0.449,0.154,-0.835,-1670.0
2026-08-10 09:15:00+00:00,-691.5,168.2,3.9,98.7,190.0,0.0,295.9,0.2,4.7,97.1,14.2,12.2,17.7,3954.1,4127.9,156.1,99.3,84.4,-0.372,-0.438,0.508,-0.275,0.069,-0.434,0.154,-0.789,-1577.0
2026-08-10 09:30:00+00:00,-661.4,168.1,3.9,98.8,188.8,0.0,297.9,0.2,4.7,110.3,14.4,12.9,16.9,3977.6,4171.8,177.3,98.8,84.2,-0.222,-0.515,0.424,-0.275,0.185,-0.409,0.154,-0.658,-1316.0
2026-08-10 09:45:00+00:00,-618.2,168.1,3.9,98.7,178.9,0.0,279.2,0.2,4.7,90.1,14.2,12.7,13.3,4014.2,4172.9,145.3,99.6,85.2,-0.097,-0.588,0.352,-0.275,0.275,-0.392,0.154,-0.571,-1142.0
2026-08-10 10:00:00+00:00,-381.2,168.0,4.0,98.9,181.2,0.0,255.3,0.2,4.7,86.7,13.4,12.2,12.3,3967.1,4364.0,384.7,94.1,85.5,0.06,-0.562,0.352,-0.333,0.3,-0.34,0.1,-0.423,-846.0000000000001
2026-08-10 10:15:00+00:00,-364.2,168.0,4.0,98.7,179.6,0.0,231.9,0.2,4.7,86.5,13.3,12.4,11.8,3956.7,4388.0,419.6,93.3,85.9,0.163,-0.58,0.343,-0.333,0.265,-0.334,0.1,-0.376,-751.9999999999999
2026-08-10 10:30:00+00:00,-320.4,168.1,4.0,98.6,184.2,0.0,226.3,0.2,4.7,87.4,13.2,12.5,10.8,4002.1,4450.8,437.9,93.0,86.0,0.151,-0.567,0.362,-0.333,0.26,-0.329,0.1,-0.356,-712.0
2026-08-10 10:45:00+00:00,-313.5,167.8,4.0,98.4,188.0,0.0,223.0,0.2,4.7,88.3,13.5,12.8,8.3,4010.3,4451.5,432.9,93.1,86.0,0.182,-0.589,0.335,-0.333,0.269,-0.328,0.1,-0.364,-728.0
2026-08-10 11:00:00+00:00,-289.0,168.0,4.0,98.4,188.0,0.0,203.6,0.2,4.6,89.0,13.7,12.2,7.7,3994.9,4450.4,447.9,92.8,86.3,0.08,-0.53,0.453,-0.31,0.106,-0.375,0.187,-0.39,-779.0000000000001
2026-08-10 11:15:00+00:00,-272.1,168.0,4.0,98.5,186.9,0.0,205.4,0.2,4.7,86.6,13.4,13.2,8.1,3957.7,4436.2,470.4,92.3,86.2,0.121,-0.557,0.421,-0.31,0.209,-0.367,0.187,-0.297,-593.0000000000001
2026-08-10 11:30:00+00:00,-250.9,168.2,3.9,98.4,184.6,0.0,204.7,0.2,4.7,84.9,13.5,13.9,6.5,3912.3,4361.0,442.2,92.8,86.2,0.124,-0.588,0.404,-0.31,0.218,-0.38,0.187,-0.346,-690.9999999999999
2026-08-10 11:45:00+00:00,-226.2,168.2,3.9,98.3,183.2,0.0,204.5,0.2,4.7,82.9,13.2,14.2,2.8,3924.3,4369.4,442.3,92.8,86.3,0.126,-0.594,0.385,-0.31,0.287,-0.373,0.187,-0.292,-584.0
2026-08-10 12:00:00+00:00,-153.0,168.4,3.9,98.5,187.8,0.0,200.1,0.2,4.7,81.7,14.0,13.8,5.5,3916.9,4379.0,456.6,92.5,86.3,0.102,-0.564,0.395,-0.307,0.251,-0.363,0.155,-0.331,-661.9999999999999
