start_date,end_date,similarity,distance,character,metrics
2012-08-07,2012-08-09,96.2,0.277,"warm, dry, bright","{'temperature_mean_c': 25.433333333333337, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.273333333333333, 'shortwave_total_mj_m2': 68.85000000000001, 'cloud_cover_mean_pct': 18.333333333333332, 'pressure_mean_hpa': 1017.1999999999999}"
2025-07-04,2025-07-06,96.0,0.284,"dry, bright","{'temperature_mean_c': 23.566666666666677, 'precipitation_total_mm': 0.39999999999998936, 'wind_speed_10m_mean_ms': 3.0566666666666635, 'shortwave_total_mj_m2': 79.21000000000004, 'cloud_cover_mean_pct': 21.333333333333332, 'pressure_mean_hpa': 1016.0666666666671}"
2019-06-29,2019-07-01,95.7,0.298,"dry, bright","{'temperature_mean_c': 23.400000000000006, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.156666666666664, 'shortwave_total_mj_m2': 79.35000000000005, 'cloud_cover_mean_pct': 18.666666666666668, 'pressure_mean_hpa': 1019.2000000000004}"
2025-08-09,2025-08-11,94.8,0.328,"warm, dry, bright","{'temperature_mean_c': 25.200000000000006, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.166666666666663, 'shortwave_total_mj_m2': 73.26000000000003, 'cloud_cover_mean_pct': 6.333333333333333, 'pressure_mean_hpa': 1020.4333333333337}"
2022-08-02,2022-08-04,94.5,0.337,"warm, dry, bright","{'temperature_mean_c': 24.666666666666675, 'precipitation_total_mm': 0.3999999999999858, 'wind_speed_10m_mean_ms': 2.6933333333333316, 'shortwave_total_mj_m2': 69.79000000000006, 'cloud_cover_mean_pct': 17.0, 'pressure_mean_hpa': 1016.3333333333336}"
