time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-09-11 22:00:00+00:00,15.3,14.5,95,0.0,97,1019.2,3.18,5.49,240,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,17.2,19.9,17.0,17.7,0.115,0.144,0.158,0.239
2026-09-11 23:00:00+00:00,14.9,13.6,92,0.0,100,1019.4,3.69,6.34,243,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,16.9,19.7,17.0,17.7,0.115,0.144,0.158,0.239
2026-09-12 00:00:00+00:00,14.3,13.2,93,0.0,42,1019.5,3.06,5.77,236,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,16.9,19.7,17.0,17.7,0.118,0.144,0.158,0.239
2026-09-12 01:00:00+00:00,14.0,12.9,93,0.0,54,1019.5,2.85,5.23,232,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,16.4,19.5,17.0,17.7,0.118,0.144,0.158,0.239
2026-09-12 02:00:00+00:00,13.1,12.6,96,0.0,83,1019.8,2.69,5.09,228,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,15.9,19.3,17.1,17.7,0.118,0.144,0.158,0.239
2026-09-12 03:00:00+00:00,13.3,12.5,95,0.0,100,1020.0,2.18,3.97,233,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,15.6,19.1,17.1,17.7,0.118,0.144,0.158,0.239
2026-09-12 04:00:00+00:00,13.3,12.3,94,0.0,100,1020.3,1.22,2.02,261,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,15.4,19.0,17.1,17.7,0.119,0.144,0.158,0.239
2026-09-12 05:00:00+00:00,13.7,12.7,94,0.6,100,1020.3,1.07,1.65,332,2.6,5.0,0.0,5.0,0.0,0.6,0.0,0.1,0.02,15.3,18.8,17.1,17.7,0.125,0.144,0.158,0.239
2026-09-12 06:00:00+00:00,13.3,12.2,93,0.1,100,1020.7,1.25,2.24,358,3.7,26.0,0.0,26.0,0.0,0.1,0.0,0.1,0.03,15.2,18.6,17.1,17.7,0.142,0.144,0.158,0.239
2026-09-12 07:00:00+00:00,13.8,11.7,87,0.0,100,1021.1,2.47,3.73,8,5.1,73.0,0.0,73.0,0.0,0.0,0.0,0.21,0.06,15.3,18.4,17.1,17.7,0.142,0.144,0.158,0.239
2026-09-12 08:00:00+00:00,14.4,11.1,81,0.0,100,1021.7,3.25,4.66,2,7.1,112.0,0.0,112.0,0.0,0.0,0.0,0.32,0.09,15.5,18.2,17.1,17.7,0.142,0.144,0.158,0.239
2026-09-12 09:00:00+00:00,15.0,10.6,75,0.0,100,1021.6,3.16,4.51,355,7.1,138.0,18.0,120.0,0.0,0.0,0.0,0.42,0.11,16.0,18.1,17.1,17.7,0.142,0.144,0.158,0.239
2026-09-12 10:00:00+00:00,15.9,10.0,68,0.0,100,1021.7,3.76,5.36,356,8.2,196.0,6.0,190.0,0.0,0.0,0.0,0.58,0.15,16.5,18.0,17.1,17.7,0.141,0.144,0.158,0.239
2026-09-12 11:00:00+00:00,16.7,9.6,63,0.0,100,1021.6,3.98,5.62,354,8.8,272.0,37.0,235.0,0.0,0.0,0.0,0.71,0.19,17.2,18.0,17.1,17.7,0.14,0.144,0.158,0.239
2026-09-12 12:00:00+00:00,17.1,9.5,61,0.0,100,1021.8,3.91,5.57,350,8.9,303.0,64.0,239.0,941.63,0.0,0.0,0.76,0.21,18.2,18.0,17.0,17.7,0.159,0.144,0.158,0.239
2026-09-12 13:00:00+00:00,17.3,9.4,60,0.0,100,1021.7,3.31,4.76,355,8.3,176.0,0.0,176.0,0.0,0.0,0.0,0.8,0.16,18.2,18.0,17.0,17.7,0.158,0.144,0.158,0.239
2026-09-12 14:00:00+00:00,17.5,9.0,57,0.0,91,1021.5,3.05,4.4,1,7.2,155.0,3.0,152.0,0.0,0.0,0.0,0.86,0.15,18.2,18.0,17.0,17.7,0.157,0.144,0.158,0.239
2026-09-12 15:00:00+00:00,18.0,8.6,54,0.0,83,1021.5,3.0,4.35,358,7.0,208.0,74.0,134.0,3600.0,0.0,0.0,0.94,0.16,18.4,18.0,17.0,17.7,0.156,0.144,0.158,0.239
2026-09-12 16:00:00+00:00,17.6,8.6,56,0.0,100,1021.8,2.8,4.55,359,6.4,86.0,9.0,77.0,0.0,0.0,0.0,0.89,0.1,18.1,18.0,17.0,17.7,0.155,0.144,0.158,0.239
2026-09-12 17:00:00+00:00,16.4,8.3,59,0.0,9,1021.8,2.53,4.99,15,5.6,18.0,2.0,16.0,0.0,0.0,0.0,0.77,0.06,17.5,17.9,17.0,17.7,0.154,0.144,0.158,0.239
2026-09-12 18:00:00+00:00,15.1,8.4,64,0.0,3,1022.3,3.03,5.95,13,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.04,16.5,17.9,17.0,17.7,0.16,0.144,0.158,0.239
2026-09-12 19:00:00+00:00,13.8,8.4,70,0.0,5,1022.5,2.46,5.3,5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.03,15.6,17.8,17.0,17.7,0.16,0.144,0.158,0.239
2026-09-12 20:00:00+00:00,13.0,8.6,75,0.0,3,1022.5,2.25,5.14,1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.02,14.9,17.6,17.0,17.7,0.16,0.144,0.158,0.239
2026-09-12 21:00:00+00:00,12.5,8.7,78,0.0,2,1022.5,2.46,5.48,6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.02,14.3,17.5,17.0,17.7,0.159,0.144,0.158,0.239
