start_date,end_date,similarity,distance,character,metrics
2013-08-19,2013-08-21,98.4,0.179,warm,"{'temperature_mean_c': 23.66666666666667, 'precipitation_total_mm': 1.099999999999993, 'wind_speed_10m_mean_ms': 2.699999999999998, 'shortwave_total_mj_m2': 58.490000000000016, 'cloud_cover_mean_pct': 39.666666666666664, 'pressure_mean_hpa': 1016.1}"
2017-08-26,2017-08-28,98.2,0.189,"warm, dry, bright","{'temperature_mean_c': 24.033333333333342, 'precipitation_total_mm': 0.4999999999999929, 'wind_speed_10m_mean_ms': 3.156666666666664, 'shortwave_total_mj_m2': 61.53000000000005, 'cloud_cover_mean_pct': 28.333333333333332, 'pressure_mean_hpa': 1015.4}"
2013-07-31,2013-08-02,97.8,0.21,"warm, dry, bright","{'temperature_mean_c': 23.600000000000005, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.6199999999999988, 'shortwave_total_mj_m2': 63.52000000000002, 'cloud_cover_mean_pct': 33.0, 'pressure_mean_hpa': 1016.5}"
2013-07-19,2013-07-21,97.4,0.228,"dry, bright","{'temperature_mean_c': 22.200000000000003, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.9299999999999984, 'shortwave_total_mj_m2': 68.38000000000001, 'cloud_cover_mean_pct': 33.666666666666664, 'pressure_mean_hpa': 1016.3000000000001}"
2012-08-09,2012-08-11,96.6,0.263,seasonally typical mixed weather,"{'temperature_mean_c': 21.266666666666666, 'precipitation_total_mm': 0.9999999999999947, 'wind_speed_10m_mean_ms': 3.0733333333333324, 'shortwave_total_mj_m2': 58.760000000000005, 'cloud_cover_mean_pct': 41.666666666666664, 'pressure_mean_hpa': 1017.2333333333332}"
