time,product,source_file
2026-08-28T15:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260828_1540.png
2026-08-28T18:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260828_1840.png
2026-08-28T21:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260828_2140.png
2026-08-29T00:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_0040.png
2026-08-29T03:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_0340.png
2026-08-29T06:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_0640.png
2026-08-29T09:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_0940.png
2026-08-29T12:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_1240.png
2026-08-29T15:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_1540.png
2026-08-29T18:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_1840.png
2026-08-29T21:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260829_2140.png
2026-08-30T00:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_0040.png
2026-08-30T03:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_0340.png
2026-08-30T06:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_0640.png
2026-08-30T09:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_0940.png
2026-08-30T12:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_1240.png
2026-08-30T15:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_1540.png
2026-08-30T18:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_1840.png
2026-08-30T21:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260830_2140.png
2026-08-28T15:40:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260828_1540.png
2026-08-28T18:40:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260828_1840.png
2026-08-29T03:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260829_0310.png
2026-08-29T06:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260829_0610.png
2026-08-29T09:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260829_0910.png
2026-08-29T12:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260829_1210.png
2026-08-29T15:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260829_1510.png
2026-08-29T18:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260829_1810.png
2026-08-30T03:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260830_0310.png
2026-08-30T06:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260830_0610.png
2026-08-30T09:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260830_0910.png
2026-08-30T12:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260830_1210.png
2026-08-30T15:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260830_1510.png
2026-08-30T18:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260830_1810.png
2026-08-28T17:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260828_1710.png
2026-08-28T20:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260828_2010.png
2026-08-28T23:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260828_2310.png
2026-08-29T02:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260829_0210.png
2026-08-29T05:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260829_0510.png
2026-08-29T17:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260829_1710.png
2026-08-29T20:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260829_2010.png
2026-08-29T23:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260829_2310.png
2026-08-30T02:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260830_0210.png
2026-08-30T05:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260830_0510.png
2026-08-30T17:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260830_1710.png
2026-08-30T20:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260830_2010.png
2026-08-28T15:40:00+00:00,FogRGB,satellite_MSG-FogRGB-20260828_1540.png
2026-08-28T18:40:00+00:00,FogRGB,satellite_MSG-FogRGB-20260828_1840.png
2026-08-29T03:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260829_0310.png
2026-08-29T06:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260829_0610.png
2026-08-29T09:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260829_0910.png
2026-08-29T12:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260829_1210.png
2026-08-29T15:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260829_1510.png
2026-08-29T18:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260829_1810.png
2026-08-30T03:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260830_0310.png
2026-08-30T06:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260830_0610.png
2026-08-30T09:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260830_0910.png
2026-08-30T12:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260830_1210.png
2026-08-30T15:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260830_1510.png
2026-08-30T18:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260830_1810.png
2026-08-28T15:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260828_1540.png
2026-08-28T18:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260828_1840.png
2026-08-28T21:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260828_2140.png
2026-08-29T00:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_0040.png
2026-08-29T03:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_0340.png
2026-08-29T06:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_0640.png
2026-08-29T09:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_0940.png
2026-08-29T12:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_1240.png
2026-08-29T15:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_1540.png
2026-08-29T18:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_1840.png
2026-08-29T21:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260829_2140.png
2026-08-30T00:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_0040.png
2026-08-30T03:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_0340.png
2026-08-30T06:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_0640.png
2026-08-30T09:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_0940.png
2026-08-30T12:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_1240.png
2026-08-30T15:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_1540.png
2026-08-30T18:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_1840.png
2026-08-30T21:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260830_2140.png
