metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,23.424999999999997,22.93,0.49499999999999744,0.17351055545210647,40.0,deg C
precipitation_total_mm,Precipitation,0.4,3.750000000000001,-3.350000000000001,-0.5800702742980404,70.0,mm
wind_speed_mean_ms,Wind,4.9880555555555555,4.067333333333333,0.9207222222222224,0.8939174283801175,70.0,m/s
pressure_mean_hpa,Pressure,1016.1680555555556,1014.0033333333333,2.164722222222281,0.5120014449530257,50.0,hPa
cloud_cover_mean_pct,Cloud,35.583333333333336,38.3,-2.7166666666666615,-0.10902885640206322,70.0,%
shortwave_total_wh_m2,Solar radiation,16991.0,15541.111112354401,1449.8888876455985,0.6590871837300211,80.0,Wh/m2
