time,latitude,longitude,height_km,event_type,peak_current_ka,location_error,distance_km
2026-08-29 04:37:52.682758800+00:00,47.5013,19.6891,0.0,1,2.8,0.081,145.5914357556212
2026-08-29 04:41:37.841948500+00:00,47.3544,19.6918,6.6,2,3.2,0.059,146.88039992987248
2026-08-29 04:43:08.959653600+00:00,47.3552,19.6857,3.1,2,-2.5,0.025,147.32200483175637
2026-08-29 04:43:08.962703+00:00,47.3522,19.6746,0.0,1,-3.4,0.097,148.19797858722006
2026-08-29 04:43:08.964068100+00:00,47.3594,19.6924,6.6,2,-2.8,0.055,146.7552759941004
2026-08-29 04:43:09.065113+00:00,47.3531,19.6884,3.9,2,-2.9,0.038,147.1549745926815
2026-08-29 04:43:09.109642700+00:00,47.4692,19.6959,3.4,2,3.2,0.026,145.25197075267536
2026-08-29 04:44:21.306907600+00:00,47.3648,19.7063,4.6,2,66.9,0.042,145.63405058294802
2026-08-29 04:44:21.579243600+00:00,47.3733,19.7311,5.6,2,-3.1,0.084,143.65443180598
2026-08-29 04:45:34.423355100+00:00,47.372,19.7345,0.0,1,-2.2,0.077,143.42029165658585
2026-08-29 04:46:22.585338800+00:00,47.3519,19.7147,0.0,1,-14.8,0.076,145.21548706301184
2026-08-29 04:46:22.586856900+00:00,47.3578,19.7319,0.0,1,-2.6,0.125,143.8369521225643
2026-08-29 04:46:22.873091100+00:00,47.5045,19.74,0.0,1,2.6,0.052,141.75792544282643
2026-08-29 04:46:23.608623400+00:00,47.3619,19.7353,0.0,1,3.3,0.08,143.51747311449145
2026-08-29 04:47:04.333516+00:00,47.3562,19.734,3.3,2,39.6,0.059,143.70665359274216
2026-08-29 04:47:04.333739100+00:00,47.3559,19.7353,0.0,1,-16.8,0.083,143.61473822259444
2026-08-29 04:47:04.334196800+00:00,47.3558,19.7347,0.0,1,6.0,0.082,143.6610834487533
2026-08-29 04:47:49.390873600+00:00,47.3663,19.7398,2.7,2,-6.7,0.046,143.1125179140036
2026-08-29 04:47:49.391874400+00:00,47.3669,19.7452,0.0,1,-9.3,0.078,142.70048984007835
2026-08-29 04:47:49.392362600+00:00,47.3685,19.7473,0.0,1,-2.5,0.065,142.51902256071352
2026-08-29 04:47:49.632524+00:00,47.3564,19.7673,4.4,2,2.9,0.034,141.22284444183936
2026-08-29 04:47:49.635164400+00:00,47.372,19.7354,6.2,2,-2.1,0.024,143.35314501535322
2026-08-29 04:48:35.808019100+00:00,47.3657,19.744,0.0,1,9.4,0.101,142.80874509713732
2026-08-29 04:48:36.239045400+00:00,47.4784,19.7718,0.0,1,2.9,0.08,139.49812383432155
2026-08-29 04:48:36.246394+00:00,47.3501,19.7047,0.0,1,3.0,0.074,145.9903465689518
2026-08-29 04:48:36.604463700+00:00,47.4703,19.7041,0.0,1,-5.9,0.162,144.62940021604737
2026-08-29 04:48:36.604654400+00:00,47.4706,19.7028,0.0,1,-7.1,0.054,144.72496181509572
2026-08-29 04:49:24.756028100+00:00,47.3715,19.7616,0.0,1,-2.3,0.088,141.4062960199028
2026-08-29 04:49:24.762958600+00:00,47.3663,19.7495,0.0,1,-5.0,0.029,142.38925003388496
2026-08-29 04:49:25.001933800+00:00,47.3663,19.7515,0.0,1,-2.0,0.091,142.24013027786202
2026-08-29 04:52:05.512941600+00:00,47.3943,19.7882,0.0,1,-4.8,0.092,139.0917529529714
2026-08-29 04:52:05.513707400+00:00,47.3864,19.7851,0.0,1,-4.8,0.11,139.4326852279881
2026-08-29 04:52:05.570792500+00:00,47.4107,19.808,0.0,1,-1.9,0.07,137.40091627562902
2026-08-29 04:52:05.985243100+00:00,47.3725,19.8003,0.0,1,2.0,0.105,138.5046898551192
2026-08-29 04:52:06.164368900+00:00,47.5008,19.8173,0.0,1,2.4,0.074,135.96928509817525
2026-08-29 04:52:06.179589700+00:00,47.4863,19.7604,0.0,1,-3.4,0.078,140.3087892939697
2026-08-29 04:53:46.062473200+00:00,47.4097,19.8671,0.0,1,-11.1,0.094,132.9936124064691
2026-08-29 04:53:46.067563400+00:00,47.4194,19.8675,0.0,1,-3.3,0.081,132.84594774392414
2026-08-29 04:53:46.069485300+00:00,47.3919,19.8261,0.0,1,4.0,0.063,136.29360800368497
2026-08-29 04:53:46.450831+00:00,47.4217,19.8504,0.0,1,-2.2,0.072,134.09897316698536
2026-08-29 04:55:10.610521800+00:00,47.4067,19.8539,5.0,2,-3.2,0.029,134.0185242829899
2026-08-29 04:55:10.723877200+00:00,47.4349,19.9072,0.0,1,-3.4,0.083,129.70268435224511
2026-08-29 04:56:21.926819600+00:00,47.4242,19.8958,0.0,1,-10.7,0.086,130.67291748235
2026-08-29 04:56:21.927011+00:00,47.4266,19.8853,0.0,1,5.0,0.088,131.4317511929632
2026-08-29 04:56:22.481854200+00:00,47.4264,19.8889,0.0,1,2.6,0.071,131.16452130836262
2026-08-29 04:56:22.594240600+00:00,47.4279,19.8824,0.0,1,-2.9,0.053,131.63446307711584
2026-08-29 04:56:22.626678800+00:00,47.4678,19.9248,0.0,1,-9.1,0.086,128.09030126681125
2026-08-29 04:57:38.578791700+00:00,47.4284,19.9082,0.0,1,-29.6,0.098,129.6977058706439
2026-08-29 04:57:38.579275600+00:00,47.4291,19.9085,0.0,1,-28.5,0.097,129.66752956084383
2026-08-29 04:57:38.579793800+00:00,47.4298,19.9139,0.0,1,8.0,0.021,129.25562510668942
2026-08-29 04:57:38.581061100+00:00,47.4374,19.9037,0.0,1,-3.9,0.072,129.93900400652987
2026-08-29 04:57:38.584378300+00:00,47.4257,19.9081,0.0,1,-1.9,0.056,129.73539932172523
2026-08-29 04:59:32.685952800+00:00,47.4414,19.9413,0.0,1,19.2,0.101,127.08246643595855
2026-08-29 04:59:32.686603200+00:00,47.4478,19.9487,0.0,1,-20.6,0.085,126.46611646605596
2026-08-29 04:59:32.744765500+00:00,47.4369,19.9347,3.6,2,-4.3,0.057,127.62256669075998
2026-08-29 04:59:33.009950100+00:00,47.4515,19.9665,0.0,1,-2.1,0.121,125.09808622723519
2026-08-29 04:59:33.151854800+00:00,47.4454,19.941,0.0,1,3.5,0.076,127.06580764141869
2026-08-29 04:59:33.157939900+00:00,47.4332,19.9165,5.2,2,-8.3,0.065,129.024249744606
2026-08-29 05:04:00.693017400+00:00,47.5557,19.9734,0.0,1,104.8,0.083,124.16785046258715
2026-08-29 05:04:00.717430+00:00,47.5011,20.0231,0.0,1,-2.1,0.042,120.51908577029141
2026-08-29 05:04:00.720849200+00:00,47.4941,20.0408,0.0,1,-2.6,0.078,119.22306477086208
2026-08-29 05:04:00.977262200+00:00,47.539,20.0458,0.0,1,1.9,0.108,118.72666249843014
2026-08-29 05:06:31.474774900+00:00,47.5256,20.0883,0.0,1,29.6,0.087,115.55011344164316
2026-08-29 05:06:31.474992600+00:00,47.5272,20.0881,0.0,1,-44.5,0.075,115.56247595195755
2026-08-29 05:06:31.475840300+00:00,47.521,20.0845,0.0,1,-10.3,0.071,115.84455755370786
2026-08-29 05:06:31.476018500+00:00,47.5108,20.0585,0.0,1,-7.9,0.085,117.82481468579476
2026-08-29 05:06:31.809348200+00:00,47.494,20.1149,0.0,1,2.1,0.079,113.66223710843632
2026-08-29 05:08:16.009339700+00:00,47.5776,20.0201,0.0,1,-3.1,0.098,120.71703453309571
2026-08-29 05:08:16.010986400+00:00,47.5743,20.0306,0.0,1,-3.6,0.053,119.91850876020976
2026-08-29 05:08:16.342912400+00:00,47.5809,20.0818,0.0,1,4.1,0.096,116.10447602742948
2026-08-29 05:10:15.329090900+00:00,47.444,20.0236,0.0,1,5.2,0.07,120.89233622656052
2026-08-29 05:10:15.686571600+00:00,47.5789,20.1245,0.0,1,2.3,0.065,112.8955976361225
2026-08-29 05:10:15.726214100+00:00,47.5213,20.1354,0.0,1,-2.7,0.081,112.02247381466869
2026-08-29 05:13:15.688187800+00:00,47.5085,20.2295,0.0,1,6.6,0.065,104.99571352003912
2026-08-29 05:13:15.930697200+00:00,47.5183,20.1416,0.0,1,2.8,0.072,111.56410943077115
2026-08-29 05:13:15.964535900+00:00,47.5286,20.1355,0.0,1,4.5,0.084,112.00181355083456
2026-08-29 05:14:54.389024800+00:00,47.4786,20.0962,0.0,1,24.6,0.1,115.15745155584244
2026-08-29 05:14:54.390129400+00:00,47.4782,20.0784,0.0,1,-3.5,0.088,116.49540020190993
2026-08-29 05:14:54.786009400+00:00,47.5197,20.2578,0.0,1,-2.6,0.091,102.83676600097421
2026-08-29 05:14:54.941820300+00:00,47.4749,20.0815,0.0,1,-2.0,0.07,116.28581798190994
2026-08-29 05:14:54.973500100+00:00,47.4779,20.12,0.0,1,-10.8,0.091,113.3770080233118
2026-08-29 06:56:43.021898100+00:00,47.6306,20.9099,0.0,1,-12.6,0.115,54.923643590524435
2026-08-29 06:56:43.022327+00:00,47.6284,20.9161,0.0,1,4.2,0.1,54.42031372322559
2026-08-29 06:58:32.358741300+00:00,47.6391,20.9367,0.0,1,-4.7,0.13,53.156237666061685
2026-08-29 06:58:32.359571700+00:00,47.6358,20.9471,0.0,1,-3.3,0.119,52.315594339403475
2026-08-29 07:01:58.306215200+00:00,47.6525,20.9909,0.0,1,-8.0,0.158,49.581041801893605
