time,cape,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,wet_bulb_temperature_2m
2026-08-28 00:00:00+00:00,0.0,0.0,4260.0,250.0,16.5,14.8
2026-08-28 01:00:00+00:00,0.0,0.0,4260.0,245.0,15.9,14.4
2026-08-28 02:00:00+00:00,0.0,0.0,4300.0,225.0,14.2,14.2
2026-08-28 03:00:00+00:00,0.0,0.0,4350.0,230.0,12.0,14.0
2026-08-28 04:00:00+00:00,0.0,0.0,4380.0,235.0,11.4,13.3
2026-08-28 05:00:00+00:00,0.0,0.0,4390.0,245.0,11.7,13.4
2026-08-28 06:00:00+00:00,0.0,0.0,4380.0,255.0,12.6,14.2
2026-08-28 07:00:00+00:00,0.0,0.0,4420.0,575.0,12.7,15.4
2026-08-28 08:00:00+00:00,0.0,0.0,4450.0,1120.0,12.4,16.3
2026-08-28 09:00:00+00:00,0.0,0.0,4480.0,1285.0,13.1,16.4
2026-08-28 10:00:00+00:00,0.0,0.0,4520.0,1375.0,13.4,16.3
2026-08-28 11:00:00+00:00,0.0,0.0,4600.0,1400.0,13.8,16.2
2026-08-28 12:00:00+00:00,0.0,0.0,4630.0,1515.0,14.9,15.9
2026-08-28 13:00:00+00:00,0.0,0.0,4640.0,1520.0,14.4,16.0
2026-08-28 14:00:00+00:00,0.0,0.0,4670.0,1515.0,14.6,16.4
2026-08-28 15:00:00+00:00,0.0,0.0,4670.0,1430.0,15.5,16.4
2026-08-28 16:00:00+00:00,0.0,0.0,4730.0,1135.0,17.0,16.4
2026-08-28 17:00:00+00:00,0.0,0.0,4740.0,635.0,19.0,16.1
2026-08-28 18:00:00+00:00,0.0,0.0,4660.0,540.0,19.9,15.4
2026-08-28 19:00:00+00:00,0.0,0.0,4700.0,400.0,20.5,15.4
2026-08-28 20:00:00+00:00,0.0,0.0,4820.0,280.0,27.0,15.1
2026-08-28 21:00:00+00:00,0.0,0.0,4770.0,220.0,29.7,15.0
2026-08-28 22:00:00+00:00,0.0,0.0,4840.0,145.0,32.1,14.6
2026-08-28 23:00:00+00:00,0.0,0.0,4750.0,115.0,34.8,14.2
2026-08-29 00:00:00+00:00,0.0,0.0,4780.0,105.0,35.8,14.1
2026-08-29 01:00:00+00:00,0.0,0.0,4470.0,115.0,34.8,13.7
2026-08-29 02:00:00+00:00,60.0,0.0,4480.0,145.0,35.0,13.2
2026-08-29 03:00:00+00:00,120.0,289.0,4270.0,155.0,34.6,13.2
2026-08-29 04:00:00+00:00,280.0,28.0,4310.0,175.0,34.2,13.0
2026-08-29 05:00:00+00:00,340.0,22.0,4220.0,250.0,34.5,13.3
2026-08-29 06:00:00+00:00,450.0,112.0,4080.0,150.0,37.0,14.3
2026-08-29 07:00:00+00:00,230.0,312.0,4030.0,720.0,36.3,16.0
2026-08-29 08:00:00+00:00,150.0,312.0,4040.0,1015.0,35.1,17.8
2026-08-29 09:00:00+00:00,360.0,2.0,4070.0,1035.0,34.9,18.4
2026-08-29 10:00:00+00:00,160.0,17.0,4130.0,1075.0,38.5,19.3
2026-08-29 11:00:00+00:00,430.0,4.0,4000.0,1090.0,39.8,20.0
2026-08-29 12:00:00+00:00,440.0,0.0,3970.0,850.0,40.0,20.4
2026-08-29 13:00:00+00:00,140.0,15.0,3990.0,615.0,39.7,20.1
2026-08-29 14:00:00+00:00,170.0,226.0,4030.0,930.0,36.8,20.8
2026-08-29 15:00:00+00:00,850.0,584.0,3960.0,1135.0,35.6,21.5
2026-08-29 16:00:00+00:00,760.0,773.0,3970.0,815.0,32.3,21.0
2026-08-29 17:00:00+00:00,1340.0,684.0,3900.0,150.0,30.4,21.2
2026-08-29 18:00:00+00:00,1210.0,730.0,3880.0,15.0,29.9,20.9
2026-08-29 19:00:00+00:00,990.0,801.0,3820.0,105.0,31.5,20.5
2026-08-29 20:00:00+00:00,750.0,892.0,3750.0,85.0,30.2,19.9
2026-08-29 21:00:00+00:00,120.0,0.0,3690.0,45.0,29.4,18.9
2026-08-29 22:00:00+00:00,0.0,0.0,3700.0,60.0,28.8,17.5
2026-08-29 23:00:00+00:00,0.0,0.0,3660.0,65.0,27.8,14.7
2026-08-30 00:00:00+00:00,0.0,0.0,3770.0,45.0,26.0,13.9
2026-08-30 01:00:00+00:00,90.0,0.0,3810.0,35.0,25.2,16.4
2026-08-30 02:00:00+00:00,120.0,746.0,3830.0,15.0,24.7,18.2
2026-08-30 03:00:00+00:00,80.0,0.0,3860.0,15.0,24.5,17.7
2026-08-30 04:00:00+00:00,50.0,0.0,3900.0,25.0,24.2,17.3
2026-08-30 05:00:00+00:00,10.0,0.0,3830.0,40.0,23.9,17.4
2026-08-30 06:00:00+00:00,0.0,0.0,3960.0,110.0,24.8,17.7
2026-08-30 07:00:00+00:00,0.0,0.0,3970.0,240.0,24.5,18.3
2026-08-30 08:00:00+00:00,0.0,0.0,3980.0,390.0,23.1,19.1
2026-08-30 09:00:00+00:00,0.0,0.0,4010.0,505.0,22.6,19.5
2026-08-30 10:00:00+00:00,0.0,0.0,3970.0,635.0,22.4,19.6
2026-08-30 11:00:00+00:00,0.0,0.0,3990.0,1310.0,24.1,18.9
2026-08-30 12:00:00+00:00,0.0,0.0,4020.0,1925.0,23.6,18.6
2026-08-30 13:00:00+00:00,0.0,0.0,4130.0,2035.0,23.2,18.6
2026-08-30 14:00:00+00:00,0.0,0.0,4130.0,1965.0,23.3,18.3
2026-08-30 15:00:00+00:00,0.0,0.0,4110.0,1970.0,24.6,18.2
2026-08-30 16:00:00+00:00,0.0,0.0,4140.0,1155.0,25.6,17.7
2026-08-30 17:00:00+00:00,0.0,0.0,4140.0,165.0,25.8,17.3
2026-08-30 18:00:00+00:00,0.0,0.0,4160.0,60.0,24.8,16.8
2026-08-30 19:00:00+00:00,0.0,0.0,4100.0,35.0,25.3,16.3
2026-08-30 20:00:00+00:00,0.0,0.0,4050.0,40.0,25.5,15.9
2026-08-30 21:00:00+00:00,0.0,0.0,4040.0,45.0,25.4,15.8
2026-08-30 22:00:00+00:00,0.0,0.0,4050.0,35.0,24.9,15.6
2026-08-30 23:00:00+00:00,0.0,0.0,4030.0,25.0,24.7,15.1
