temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
23.400000000000002,0.2,2.823333333333333,1018.3333333333334,28.666666666666668,17061.111112476003,13.75,-13.55,1990
17.599999999999998,0.7999999999999999,5.376666666666668,1018.2999999999998,64.66666666666667,13336.111112178001,9.95,-9.149999999999999,1991
30.0,0.0,4.826666666666667,1011.1333333333333,22.333333333333332,15844.444445712,19.23,-19.23,1992
15.0,13.8,5.633333333333333,1015.8666666666667,63.0,9752.777778558,7.300000000000001,6.5,1993
20.5,3.9,3.1633333333333336,1014.4,50.333333333333336,14888.88889008,10.57,-6.67,1994
15.899999999999999,5.8999999999999995,5.726666666666667,1005.7666666666668,81.0,9625.000000770002,8.18,-2.2800000000000002,1995
21.900000000000002,21.200000000000003,3.35,1015.9,79.66666666666667,11244.444445344003,8.8,12.400000000000002,1996
19.833333333333332,13.0,5.579999999999999,1006.6,73.33333333333333,7877.777778408001,6.98,6.02,1997
14.366666666666667,2.7,3.34,1014.1,78.66666666666667,10911.111111984,7.39,-4.6899999999999995,1998
20.366666666666667,0.0,2.9499999999999997,1016.4,63.666666666666664,13708.33333443,10.42,-10.42,1999
21.166666666666668,0.30000000000000004,3.1300000000000003,1016.6333333333332,46.666666666666664,14966.666667864,11.84,-11.54,2000
17.53333333333333,3.7,5.8066666666666675,1011.4666666666667,37.0,13438.888889964002,11.15,-7.45,2001
21.900000000000002,0.0,3.033333333333333,1015.5666666666666,35.0,15369.444445674,12.379999999999999,-12.379999999999999,2002
25.3,0.8,6.36,1008.9333333333333,33.666666666666664,16952.777779134,19.060000000000002,-18.26,2003
20.166666666666668,0.0,2.78,1016.0,14.333333333333334,16352.777779086002,11.24,-11.24,2004
20.966666666666665,8.0,2.47,1022.0,61.333333333333336,11977.777778736001,8.27,-0.2699999999999996,2005
15.1,15.5,5.553333333333334,1006.8000000000001,77.0,8705.555556252,6.31,9.190000000000001,2006
19.1,16.0,3.956666666666667,1013.7666666666668,70.66666666666667,10769.444445306,8.79,7.210000000000001,2007
20.833333333333332,0.4,4.68,1015.1333333333332,52.666666666666664,15275.000001222,12.43,-12.03,2008
22.766666666666666,4.6,4.386666666666667,1014.8666666666668,49.333333333333336,14816.666667852001,12.38,-7.780000000000001,2009
16.966666666666665,7.0,4.48,1009.8333333333334,73.0,12419.444445438,8.27,-1.2699999999999996,2010
23.599999999999998,0.0,2.5400000000000005,1013.7333333333335,27.333333333333332,15777.777779040001,12.39,-12.39,2011
20.333333333333332,0.0,3.3033333333333332,1018.9333333333334,12.333333333333334,17633.333334744002,14.07,-14.07,2012
18.23333333333333,29.8,3.8466666666666662,1014.4,69.33333333333333,10313.888889714,7.390000000000001,22.41,2013
17.366666666666664,0.0,2.91,1018.4333333333334,38.0,15700.000001256,10.6,-10.6,2014
26.2,0.0,3.0833333333333335,1019.9,20.666666666666668,17616.666668076,14.72,-14.72,2015
22.766666666666666,0.0,3.856666666666667,1017.6,10.333333333333334,16633.333334664003,13.46,-13.46,2016
20.266666666666666,0.0,5.08,1017.1666666666666,22.0,16897.222223574,13.7,-13.7,2017
20.966666666666665,0.0,2.533333333333333,1017.0666666666666,24.0,16322.222223528002,11.620000000000001,-11.620000000000001,2018
26.0,0.0,3.1933333333333334,1018.7999999999998,34.666666666666664,16163.888890182001,14.069999999999999,-14.069999999999999,2019
24.23333333333333,0.0,5.553333333333334,1010.0999999999999,22.333333333333332,17469.444445842,16.240000000000002,-16.240000000000002,2020
16.233333333333334,13.3,3.543333333333333,1012.2666666666668,85.33333333333333,9783.333334116001,6.359999999999999,6.940000000000001,2021
24.266666666666666,10.2,2.7866666666666666,1014.5666666666666,73.33333333333333,15413.888890122,12.54,-2.34,2022
25.166666666666668,13.9,3.9,1004.8333333333334,65.66666666666667,13505.555556636,12.73,1.17,2023
25.53333333333333,0.1,5.316666666666666,1017.0333333333333,20.333333333333332,15888.888890160002,15.73,-15.63,2024
23.866666666666664,0.0,4.91,1010.6,25.0,17333.333334720002,15.95,-15.95,2025
