temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
12.5,0.0,5.23,1020.5,47.0,3769.4444447460005,2.71,-2.71,1990
18.3,0.0,5.18,1020.5,45.0,4419.444444798,3.66,-3.66,1991
17.2,0.0,4.52,1019.0,6.0,4905.555555948001,3.58,-3.58,1992
17.2,0.0,4.08,1007.3,61.0,4033.3333336560004,2.95,-2.95,1993
23.6,0.0,4.97,1015.0,2.0,4875.00000039,4.72,-4.72,1994
20.5,0.0,4.32,1017.2,34.0,5038.888889292,3.7,-3.7,1995
13.7,17.1,3.6,997.4,98.0,1669.444444578,1.07,16.03,1996
21.2,0.0,6.61,1012.3,26.0,4552.777778142001,4.28,-4.28,1997
16.7,7.8,6.99,993.2,83.0,1272.222222324,1.26,6.54,1998
18.7,0.0,4.05,1014.2,0.0,5105.555555964,3.68,-3.68,1999
19.4,0.0,3.61,1014.0,50.0,4666.666667040001,3.58,-3.58,2000
13.4,4.0,5.44,1016.0,81.0,2827.777778004,1.87,2.13,2001
12.4,1.3,4.4,1019.0,71.0,3588.8888891760002,2.45,-1.1500000000000001,2002
15.3,0.0,5.57,1018.9,82.0,3283.3333335960006,2.43,-2.43,2003
16.2,3.0,3.3,1017.6,77.0,3050.0000002440006,2.15,0.8500000000000001,2004
21.1,2.1,3.5,1017.7,36.0,4461.111111468,3.2,-1.1,2005
17.1,0.0,2.67,1023.7,8.0,4697.222222598,3.16,-3.16,2006
15.3,0.0,5.25,1020.2,71.0,2800.0000002240004,2.24,-2.24,2007
14.2,0.0,8.79,1012.8,56.0,3933.3333336480005,3.73,-3.73,2008
20.1,0.6,3.57,1013.1,70.0,4644.444444816,3.41,-2.81,2009
16.9,0.4,1.72,1017.9,47.0,3952.7777780940005,2.46,-2.06,2010
22.5,0.0,3.77,1013.9,14.0,4866.666667056001,3.88,-3.88,2011
21.2,0.0,3.8,1004.7,81.0,4341.666667014,3.85,-3.85,2012
15.4,3.3,3.86,1013.6,60.0,4244.444444784001,2.62,0.6799999999999997,2013
18.4,6.4,4.59,1015.6,90.0,2986.11111135,2.06,4.34,2014
17.2,0.0,3.05,1020.7,23.0,4297.222222566001,2.9,-2.9,2015
21.4,0.9,2.58,1017.4,21.0,4500.00000036,3.17,-2.27,2016
17.3,1.5,6.72,1014.7,81.0,4061.111111436,3.43,-1.9300000000000002,2017
20.8,0.0,2.89,1017.5,49.0,4888.8888892800005,3.59,-3.59,2018
21.0,0.0,4.0,1027.1,16.0,4797.222222606,3.92,-3.92,2019
22.9,0.0,4.43,1024.0,32.0,4422.222222576001,3.98,-3.98,2020
20.1,0.0,2.2,1015.4,41.0,4466.666667024,3.38,-3.38,2021
15.4,0.0,3.75,1013.9,38.0,4680.555555930001,3.14,-3.14,2022
24.2,0.0,4.84,1014.4,45.0,5075.000000406,4.72,-4.72,2023
17.3,9.0,5.17,1004.8,92.0,2430.55555575,1.83,7.17,2024
19.6,0.1,2.95,1020.9,59.0,3525.000000282,2.52,-2.42,2025
