time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-09-23 22:00:00+00:00,10.4,6.1,75,0.0,33,1021.2,3.02,6.67,39,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.02,11.6,14.1,14.2,17.2,0.181,0.144,0.158,0.238
2026-09-23 23:00:00+00:00,9.9,6.4,79,0.0,27,1021.0,2.48,5.85,42,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.01,11.2,14.0,14.3,17.2,0.181,0.144,0.158,0.238
2026-09-24 00:00:00+00:00,8.9,5.9,82,0.0,9,1020.8,2.45,5.7,51,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.01,10.2,13.6,14.1,17.2,0.198,0.144,0.158,0.238
2026-09-24 01:00:00+00:00,8.3,5.8,84,0.0,21,1020.7,2.02,4.91,60,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.01,9.8,13.4,14.1,17.2,0.198,0.145,0.158,0.238
2026-09-24 02:00:00+00:00,7.9,5.6,86,0.0,26,1020.7,1.46,4.07,84,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,9.4,13.3,14.1,17.2,0.198,0.145,0.158,0.238
2026-09-24 03:00:00+00:00,7.5,5.3,86,0.0,46,1020.6,1.21,3.1,114,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,8.9,13.1,14.1,17.2,0.198,0.145,0.158,0.238
2026-09-24 04:00:00+00:00,7.2,5.2,87,0.0,85,1020.6,0.96,2.45,137,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,8.5,12.9,14.1,17.2,0.198,0.145,0.158,0.238
2026-09-24 05:00:00+00:00,8.1,5.8,85,0.0,80,1020.8,0.47,0.69,238,1.3,10.0,2.0,8.0,0.0,0.0,0.0,0.16,0.0,8.6,12.7,14.1,17.2,0.198,0.145,0.158,0.238
2026-09-24 06:00:00+00:00,9.3,6.4,82,0.0,85,1020.9,0.4,1.06,270,2.2,95.0,31.0,64.0,3360.8,0.0,0.0,0.21,0.04,9.2,12.5,14.1,17.2,0.201,0.145,0.158,0.238
2026-09-24 07:00:00+00:00,11.6,6.8,73,0.0,91,1020.8,0.61,0.98,215,2.6,233.0,103.0,130.0,3600.0,0.0,0.0,0.37,0.11,10.5,12.4,14.1,17.2,0.201,0.145,0.158,0.238
2026-09-24 08:00:00+00:00,13.3,7.0,65,0.0,95,1020.7,1.8,2.5,182,4.9,361.0,172.0,189.0,3600.0,0.0,0.0,0.53,0.18,12.0,12.4,14.1,17.2,0.199,0.145,0.158,0.238
2026-09-24 09:00:00+00:00,14.5,6.8,60,0.0,34,1020.6,2.63,3.54,189,6.6,456.0,215.0,241.0,3600.0,0.0,0.0,0.67,0.24,13.5,12.4,14.1,17.2,0.198,0.145,0.158,0.238
2026-09-24 10:00:00+00:00,16.1,5.6,50,0.0,1,1020.0,3.32,4.52,203,8.1,626.0,498.0,128.0,3600.0,0.0,0.0,0.91,0.34,15.0,12.5,14.1,17.2,0.195,0.145,0.158,0.238
2026-09-24 11:00:00+00:00,17.2,4.2,42,0.0,55,1019.5,3.65,5.0,229,8.7,654.0,538.0,116.0,3600.0,0.0,0.0,1.13,0.38,16.2,12.7,14.1,17.2,0.192,0.145,0.158,0.238
2026-09-24 12:00:00+00:00,18.0,4.8,42,0.0,100,1019.0,3.81,5.27,247,8.9,570.0,414.0,156.0,3600.0,0.0,0.0,1.2,0.35,16.9,12.7,14.0,17.2,0.218,0.145,0.158,0.238
2026-09-24 13:00:00+00:00,17.6,5.0,43,0.0,100,1018.3,3.25,4.64,247,8.2,295.0,45.0,250.0,574.27,0.0,0.0,1.14,0.23,16.8,12.9,14.0,17.2,0.215,0.145,0.158,0.238
2026-09-24 14:00:00+00:00,17.5,5.6,45,0.0,57,1018.1,2.22,3.58,262,7.1,195.0,21.0,174.0,0.0,0.0,0.0,1.09,0.16,16.5,13.1,14.0,17.2,0.213,0.145,0.158,0.238
2026-09-24 15:00:00+00:00,17.6,7.0,50,0.0,100,1017.8,0.92,2.25,299,4.9,178.0,67.0,111.0,3600.0,0.0,0.0,1.0,0.11,16.4,13.3,14.0,17.2,0.212,0.145,0.158,0.238
2026-09-24 16:00:00+00:00,16.1,7.7,57,0.1,100,1018.3,2.67,5.3,253,4.0,28.0,0.0,28.0,0.0,0.1,0.0,0.78,0.08,15.8,13.4,14.0,17.2,0.212,0.145,0.158,0.238
2026-09-24 17:00:00+00:00,13.5,10.8,83,0.5,100,1018.8,3.35,5.85,268,7.9,2.0,0.0,2.0,0.0,0.5,0.0,0.26,0.03,14.9,13.5,14.0,17.2,0.217,0.145,0.158,0.238
2026-09-24 18:00:00+00:00,12.8,11.4,91,0.8,99,1019.2,2.71,5.35,247,5.7,0.0,0.0,0.0,0.0,0.8,0.0,0.13,0.01,13.9,13.5,13.9,17.2,0.227,0.145,0.158,0.238
2026-09-24 19:00:00+00:00,11.8,10.7,93,0.1,100,1019.3,2.26,4.72,242,5.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,13.2,13.5,13.9,17.2,0.228,0.145,0.158,0.238
2026-09-24 20:00:00+00:00,11.3,10.4,94,0.0,100,1019.3,1.46,3.65,202,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,12.6,13.5,13.9,17.2,0.228,0.145,0.158,0.238
2026-09-24 21:00:00+00:00,11.7,10.8,95,0.0,98,1019.3,2.22,4.27,194,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,12.3,13.4,13.9,17.2,0.228,0.145,0.158,0.238
