temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
19.7,4.3,5.57,1005.5,66.0,3269.444444706,2.88,1.42,1990
15.8,1.5,3.9,1017.1,79.0,3780.5555558580004,2.61,-1.1099999999999999,1991
16.1,0.0,5.45,1022.9,3.0,4408.3333336860005,3.68,-3.68,1992
17.5,0.0,3.56,1014.9,0.0,4516.666667028001,3.24,-3.24,1993
18.4,0.0,3.87,1021.4,49.0,3908.3333336460005,2.64,-2.64,1994
13.2,0.0,3.08,1020.2,45.0,3158.333333586,1.99,-1.99,1995
12.3,3.1,4.89,1000.8,92.0,1213.8888889860002,0.77,2.33,1996
12.0,0.0,5.95,1020.1,48.0,1972.2222223800002,2.0,-2.0,1997
13.9,0.0,3.09,1023.0,0.0,4461.111111468,2.52,-2.52,1998
20.9,0.0,2.15,1017.7,60.0,3691.666666962,2.73,-2.73,1999
12.6,0.2,4.31,1024.6,100.0,1005.5555556360001,0.94,-0.74,2000
19.5,3.2,5.1,1008.3,61.0,2736.1111113300003,2.0,1.2000000000000002,2001
13.7,18.0,5.57,1005.0,97.0,1819.44444459,1.01,16.99,2002
16.2,2.5,7.49,1019.0,61.0,2852.777778006,2.57,-0.06999999999999984,2003
11.8,10.6,2.77,1005.2,100.0,1250.0000001,0.83,9.77,2004
16.9,0.0,5.41,1018.2,47.0,4136.111111442001,2.98,-2.98,2005
18.8,0.0,4.1,1017.7,16.0,4161.111111444001,3.07,-3.07,2006
13.4,0.0,2.35,1022.2,12.0,4633.333333704,2.77,-2.77,2007
13.1,0.2,2.14,1017.2,54.0,3766.6666669680003,2.13,-1.93,2008
19.2,0.0,3.53,1019.9,34.0,3800.0000003040004,3.23,-3.23,2009
16.4,0.0,3.88,1013.9,4.0,4511.111111472,2.95,-2.95,2010
17.0,0.0,5.36,1017.7,37.0,3525.000000282,3.4,-3.4,2011
18.1,0.0,5.04,1009.9,38.0,3577.7777780640004,3.15,-3.15,2012
16.1,0.5,5.7,1010.9,68.0,2433.3333335280004,2.17,-1.67,2013
11.1,0.0,2.97,1018.7,17.0,3750.0000003000005,2.09,-2.09,2014
21.7,2.0,4.89,1010.6,47.0,3650.0000002920005,3.32,-1.3199999999999998,2015
13.6,0.0,2.76,1025.9,38.0,3752.777778078,2.29,-2.29,2016
12.6,0.5,1.62,1020.4,86.0,2611.1111113200004,1.5,-1.0,2017
14.4,7.1,8.1,1016.4,67.0,1761.111111252,2.18,4.92,2018
18.6,0.0,5.0,1011.8,82.0,4266.666667008,3.53,-3.53,2019
20.1,1.4,4.88,1010.4,58.0,3436.111111386,2.75,-1.35,2020
15.5,0.0,7.6,1013.0,94.0,2250.00000018,2.52,-2.52,2021
11.5,0.0,5.01,1018.6,69.0,3463.8888891660004,2.11,-2.11,2022
17.4,24.0,6.26,1017.3,94.0,1750.00000014,1.2,22.8,2023
18.8,0.1,6.71,1012.9,33.0,4341.666667014,4.13,-4.03,2024
17.0,0.2,6.95,1016.3,93.0,2727.777777996,2.48,-2.28,2025
