time,reflectivity_dbz,domain_max_dbz,echo_fraction_pct
2026-08-02 08:00:00+00:00,,,0.0
2026-08-02 08:30:00+00:00,,,0.0
2026-08-02 09:00:00+00:00,,,0.0
2026-08-02 09:30:00+00:00,,,0.0
2026-08-02 10:00:00+00:00,,,0.0
2026-08-02 10:30:00+00:00,,,0.0
2026-08-02 11:00:00+00:00,,29.5,0.05733397037744863
2026-08-02 11:30:00+00:00,,57.0,0.3185220576524925
2026-08-02 12:00:00+00:00,,57.0,0.9906035992992515
2026-08-02 12:30:00+00:00,,60.5,1.3770770292509422
2026-08-02 13:00:00+00:00,,60.5,1.5193502150023888
2026-08-02 13:30:00+00:00,,56.5,1.8049583266974571
2026-08-02 14:00:00+00:00,,58.5,3.0132186653925785
2026-08-02 14:30:00+00:00,,57.0,3.959229176620481
2026-08-02 15:00:00+00:00,,59.0,4.83835005574136
2026-08-02 15:30:00+00:00,,56.0,5.603864734299517
2026-08-02 16:00:00+00:00,,55.0,4.479481870786219
2026-08-02 16:30:00+00:00,,57.5,3.582311408398365
2026-08-02 17:00:00+00:00,,52.0,2.7987471465732336
2026-08-02 17:30:00+00:00,,53.0,2.1383447470403993
2026-08-02 18:00:00+00:00,,52.5,2.6670913627435366
2026-08-02 18:30:00+00:00,,54.5,2.94739077347773
2026-08-02 19:00:00+00:00,,47.5,2.5842756277538887
2026-08-02 19:30:00+00:00,,48.5,2.6055104315973883
2026-08-02 20:00:00+00:00,,44.0,2.567287784679089
2026-08-02 20:30:00+00:00,,44.0,2.0788872962786007
2026-08-02 21:00:00+00:00,,43.0,1.5830546265328875
2026-08-02 21:30:00+00:00,,48.5,1.5278441365397888
2026-08-02 22:00:00+00:00,,42.0,1.4800658278919148
2026-08-02 22:30:00+00:00,,43.0,1.7550565376652332
2026-08-02 23:00:00+00:00,,56.0,1.9886393799437279
2026-08-02 23:30:00+00:00,,57.0,2.0427881297446513
2026-08-03 00:00:00+00:00,,52.5,2.316717099325795
2026-08-03 00:30:00+00:00,,61.0,2.869883739448957
2026-08-03 01:00:00+00:00,,48.5,2.7605244996549345
2026-08-03 01:30:00+00:00,,45.0,2.057652492435101
2026-08-03 02:00:00+00:00,,37.0,1.0277645060253755
2026-08-03 02:30:00+00:00,,26.5,0.3270159791898922
2026-08-03 03:00:00+00:00,,21.0,0.05096352922439879
2026-08-03 03:30:00+00:00,,37.5,0.0923713967192228
2026-08-03 04:00:00+00:00,,15.5,0.10298879864097256
2026-08-03 04:30:00+00:00,,,0.0
2026-08-03 05:00:00+00:00,,,0.0
2026-08-03 05:30:00+00:00,,,0.0
2026-08-03 06:00:00+00:00,,,0.0
2026-08-03 06:30:00+00:00,,30.5,0.06795137229919838
2026-08-03 07:00:00+00:00,,45.0,0.29410203323246803
2026-08-03 07:30:00+00:00,,43.0,0.17731061209322077
2026-08-03 08:00:00+00:00,,31.0,0.027605244996549348
2026-08-03 08:30:00+00:00,,16.5,0.005308700960874874
2026-08-03 09:00:00+00:00,,21.0,0.013802622498274674
2026-08-03 09:30:00+00:00,,,0.0
2026-08-03 10:00:00+00:00,,27.0,0.03397568614959919
2026-08-03 10:30:00+00:00,,36.5,0.10511227902532251
2026-08-03 11:00:00+00:00,,54.5,0.31533683707596755
2026-08-03 11:30:00+00:00,,57.0,0.6423528162658597
2026-08-03 12:00:00+00:00,,55.5,1.1519881085098476
2026-08-03 12:30:00+00:00,,56.5,1.4906832298136645
2026-08-03 13:00:00+00:00,,54.0,1.2390508042681956
2026-08-03 13:30:00+00:00,,49.0,0.9937888198757764
2026-08-03 14:00:00+00:00,,50.5,0.9948505600679513
2026-08-03 14:30:00+00:00,,56.5,1.2029516377342464
2026-08-03 15:00:00+00:00,,55.0,2.2169135212613473
2026-08-03 15:30:00+00:00,,57.5,2.5885225885225887
2026-08-03 16:00:00+00:00,,50.5,2.387853692201518
2026-08-03 16:30:00+00:00,,53.0,3.0153421457769283
2026-08-03 17:00:00+00:00,,49.0,2.217975261453522
2026-08-03 17:30:00+00:00,,45.0,1.4078674948240166
2026-08-03 18:00:00+00:00,,30.5,0.9683070552635771
2026-08-03 18:30:00+00:00,,29.0,0.2728672293889685
2026-08-03 19:00:00+00:00,,16.5,0.07750703402877315
2026-08-03 19:30:00+00:00,,10.5,0.05733397037744863
2026-08-03 20:00:00+00:00,,9.0,0.022296544035674472
2026-08-03 20:30:00+00:00,,9.5,0.023358284227849444
2026-08-03 21:00:00+00:00,,13.0,0.013802622498274674
2026-08-03 21:30:00+00:00,,3.5,0.0021234803843499495
2026-08-03 22:00:00+00:00,,5.0,0.011679142113924722
2026-08-03 22:30:00+00:00,,4.5,0.010617401921749748
2026-08-03 23:00:00+00:00,,7.5,0.01592610288262462
2026-08-03 23:30:00+00:00,,7.5,0.027605244996549348
2026-08-04 00:00:00+00:00,,7.0,0.02017306365132452
2026-08-04 00:30:00+00:00,,3.5,0.019111323459149544
2026-08-04 01:00:00+00:00,,1.5,0.007432181345224824
2026-08-04 01:30:00+00:00,,,0.0
2026-08-04 02:00:00+00:00,,3.0,0.008493921537399798
2026-08-04 02:30:00+00:00,,,0.0
2026-08-04 03:00:00+00:00,,,0.0
2026-08-04 03:30:00+00:00,,,0.0
2026-08-04 04:00:00+00:00,,,0.0
