temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
20.366666666666667,21.3,3.6666666666666665,1007.0666666666666,84.66666666666667,10875.00000087,7.640000000000001,13.66,1991
27.0,3.2,2.203333333333333,1013.0,31.333333333333332,18130.555557006006,14.61,-11.41,1992
25.366666666666664,0.0,3.8100000000000005,1019.6,5.666666666666667,19375.00000155,16.47,-16.47,1993
27.233333333333334,6.3,3.4200000000000004,1014.6666666666666,38.666666666666664,17955.555556992003,16.37,-10.07,1994
20.966666666666665,2.4,3.4466666666666668,1010.1,55.0,16111.111112400002,12.209999999999999,-9.809999999999999,1995
23.0,18.4,2.6799999999999997,1016.4666666666667,50.0,14172.222223356,10.670000000000002,7.729999999999997,1996
19.866666666666667,16.8,5.420000000000001,1011.7333333333332,79.33333333333333,11775.000000942002,8.64,8.16,1997
28.066666666666666,3.6,2.8866666666666667,1017.9333333333334,15.333333333333334,19463.888890446,15.8,-12.200000000000001,1998
19.799999999999997,4.3,3.41,1013.9333333333334,23.666666666666668,17125.00000137,11.99,-7.69,1999
23.133333333333336,0.3,4.013333333333333,1018.2999999999998,16.0,18644.444445936002,15.489999999999998,-15.189999999999998,2000
23.8,0.0,3.8033333333333332,1017.2666666666665,6.0,20547.222223866,15.809999999999999,-15.809999999999999,2001
24.400000000000002,2.6,2.7900000000000005,1010.9,49.333333333333336,15644.444445696001,12.190000000000001,-9.590000000000002,2002
24.599999999999998,0.0,3.76,1018.7333333333335,22.0,17675.000001414002,14.370000000000001,-14.370000000000001,2003
20.433333333333334,3.0000000000000004,3.53,1010.5,37.333333333333336,17975.000001438,12.57,-9.57,2004
24.099999999999998,25.3,3.823333333333333,1012.0666666666666,71.33333333333333,12666.666667680003,10.53,14.770000000000001,2005
21.733333333333334,28.6,3.2533333333333334,1004.9333333333334,84.33333333333333,13355.555556624,9.860000000000001,18.740000000000002,2006
20.566666666666666,5.9,4.9366666666666665,1016.3666666666667,49.666666666666664,15580.555556802003,13.1,-7.199999999999999,2007
24.633333333333336,1.5,2.9499999999999997,1014.8333333333334,29.666666666666668,18738.888890388003,14.620000000000001,-13.120000000000001,2008
26.266666666666666,2.9000000000000004,4.43,1012.1999999999999,50.666666666666664,16841.666668014,15.760000000000002,-12.860000000000001,2009
23.833333333333332,9.2,3.1133333333333333,1010.7666666666668,40.0,16197.222223518002,11.819999999999999,-2.619999999999999,2010
20.733333333333334,1.4,4.03,1016.0,50.0,18213.888890346003,12.870000000000001,-11.47,2011
26.433333333333334,0.8,2.1300000000000003,1013.2999999999998,23.333333333333332,19175.000001534,15.09,-14.29,2012
25.46666666666667,0.0,3.4966666666666666,1016.5666666666666,14.666666666666666,19055.555557080002,16.3,-16.3,2013
25.0,0.7,3.11,1011.4,51.666666666666664,18352.777779246,14.58,-13.88,2014
25.0,1.5,2.6733333333333333,1016.7000000000002,62.333333333333336,16630.555556886,13.21,-11.71,2015
21.96666666666667,3.9,3.39,1015.3333333333334,59.0,14944.44444564,11.17,-7.27,2016
29.36666666666667,0.0,3.31,1015.1666666666666,21.333333333333332,19941.666668261998,18.020000000000003,-18.020000000000003,2017
25.46666666666667,3.9,3.35,1017.3666666666667,45.666666666666664,17177.777779152002,14.360000000000001,-10.46,2018
20.833333333333332,9.0,4.19,1011.1333333333333,62.0,16025.000001282,11.96,-2.960000000000001,2019
22.8,6.2,4.33,1010.8000000000001,55.666666666666664,19952.777779374002,15.58,-9.379999999999999,2020
