start_date,end_date,similarity,distance,character,metrics
2022-07-21,2022-07-23,91.8,0.414,"warm, dry, bright","{'temperature_mean_c': 29.43333333333334, 'precipitation_total_mm': 0.0999999999999858, 'wind_speed_10m_mean_ms': 2.349999999999998, 'shortwave_total_mj_m2': 78.71000000000006, 'cloud_cover_mean_pct': 25.0, 'pressure_mean_hpa': 1015.266666666667}"
2015-07-06,2015-07-08,91.2,0.428,"warm, dry, bright","{'temperature_mean_c': 28.86666666666667, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.8133333333333312, 'shortwave_total_mj_m2': 75.87000000000003, 'cloud_cover_mean_pct': 16.0, 'pressure_mean_hpa': 1012.5999999999998}"
2012-08-05,2012-08-07,91.0,0.434,"warm, dry","{'temperature_mean_c': 28.600000000000005, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.6099999999999994, 'shortwave_total_mj_m2': 68.52000000000001, 'cloud_cover_mean_pct': 14.666666666666666, 'pressure_mean_hpa': 1013.1666666666666}"
2017-08-02,2017-08-04,88.3,0.498,"warm, dry, bright","{'temperature_mean_c': 29.366666666666674, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 1.9999999999999976, 'shortwave_total_mj_m2': 71.79000000000005, 'cloud_cover_mean_pct': 21.333333333333332, 'pressure_mean_hpa': 1015.1666666666666}"
2015-08-11,2015-08-13,87.7,0.513,"warm, dry","{'temperature_mean_c': 28.433333333333337, 'precipitation_total_mm': 0.0999999999999929, 'wind_speed_10m_mean_ms': 2.2099999999999977, 'shortwave_total_mj_m2': 67.68000000000004, 'cloud_cover_mean_pct': 14.333333333333334, 'pressure_mean_hpa': 1013.4666666666666}"
