time,cape,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,wet_bulb_temperature_2m
2026-08-02 00:00:00+00:00,0.0,0.0,4210.0,45.0,24.0,16.5
2026-08-02 01:00:00+00:00,0.0,0.0,3950.0,95.0,24.3,16.5
2026-08-02 02:00:00+00:00,0.0,0.0,3890.0,170.0,25.3,16.6
2026-08-02 03:00:00+00:00,0.0,0.0,4080.0,160.0,26.4,16.4
2026-08-02 04:00:00+00:00,0.0,0.0,3920.0,20.0,27.4,16.5
2026-08-02 05:00:00+00:00,0.0,0.0,4050.0,185.0,27.2,17.3
2026-08-02 06:00:00+00:00,0.0,0.0,4170.0,295.0,27.3,18.0
2026-08-02 07:00:00+00:00,0.0,0.0,4180.0,470.0,27.7,18.7
2026-08-02 08:00:00+00:00,0.0,0.0,4130.0,675.0,28.3,19.3
2026-08-02 09:00:00+00:00,0.0,0.0,3960.0,840.0,28.9,20.1
2026-08-02 10:00:00+00:00,0.0,0.0,3960.0,950.0,29.1,20.7
2026-08-02 11:00:00+00:00,10.0,0.0,3960.0,1240.0,29.3,21.6
2026-08-02 12:00:00+00:00,0.0,0.0,3980.0,1415.0,31.2,21.5
2026-08-02 13:00:00+00:00,0.0,0.0,3960.0,2595.0,32.0,20.8
2026-08-02 14:00:00+00:00,0.0,0.0,3960.0,2630.0,31.6,20.4
2026-08-02 15:00:00+00:00,0.0,0.0,4110.0,2720.0,31.5,20.3
2026-08-02 16:00:00+00:00,0.0,0.0,4040.0,2810.0,32.4,19.6
2026-08-02 17:00:00+00:00,0.0,0.0,4000.0,970.0,33.5,19.5
2026-08-02 18:00:00+00:00,10.0,0.0,4020.0,500.0,29.5,19.5
2026-08-02 19:00:00+00:00,850.0,0.0,4380.0,330.0,31.7,22.8
2026-08-02 20:00:00+00:00,320.0,0.0,4090.0,410.0,31.5,21.9
2026-08-02 21:00:00+00:00,320.0,0.0,4050.0,260.0,30.8,21.8
2026-08-02 22:00:00+00:00,350.0,0.0,4010.0,230.0,30.6,21.6
2026-08-02 23:00:00+00:00,370.0,0.0,3960.0,225.0,31.7,21.4
2026-08-03 00:00:00+00:00,440.0,0.0,3900.0,180.0,30.9,21.3
2026-08-03 01:00:00+00:00,510.0,0.0,3970.0,185.0,31.2,21.0
2026-08-03 02:00:00+00:00,290.0,0.0,3960.0,130.0,30.3,20.6
2026-08-03 03:00:00+00:00,150.0,0.0,3970.0,120.0,30.8,20.1
2026-08-03 04:00:00+00:00,40.0,0.0,4000.0,120.0,32.5,19.9
2026-08-03 05:00:00+00:00,70.0,0.0,4050.0,145.0,31.4,19.8
2026-08-03 06:00:00+00:00,0.0,0.0,4050.0,180.0,29.7,19.9
2026-08-03 07:00:00+00:00,10.0,0.0,4030.0,355.0,29.3,20.1
2026-08-03 08:00:00+00:00,0.0,0.0,4000.0,565.0,28.3,20.2
2026-08-03 09:00:00+00:00,0.0,0.0,4040.0,1475.0,28.1,20.1
2026-08-03 10:00:00+00:00,0.0,0.0,4060.0,2345.0,27.4,20.4
2026-08-03 11:00:00+00:00,0.0,0.0,4090.0,2630.0,26.8,20.5
2026-08-03 12:00:00+00:00,0.0,0.0,4040.0,3085.0,27.5,20.2
2026-08-03 13:00:00+00:00,0.0,0.0,3990.0,3340.0,26.7,19.9
2026-08-03 14:00:00+00:00,0.0,0.0,3930.0,3450.0,25.9,19.9
2026-08-03 15:00:00+00:00,0.0,0.0,4110.0,3615.0,25.7,19.4
2026-08-03 16:00:00+00:00,0.0,0.0,4080.0,3595.0,24.5,18.7
2026-08-03 17:00:00+00:00,0.0,0.0,4130.0,1585.0,27.5,19.1
2026-08-03 18:00:00+00:00,0.0,0.0,4270.0,520.0,25.7,18.9
2026-08-03 19:00:00+00:00,0.0,0.0,4270.0,305.0,24.0,19.0
2026-08-03 20:00:00+00:00,0.0,0.0,4250.0,260.0,24.6,19.5
2026-08-03 21:00:00+00:00,0.0,0.0,4190.0,175.0,25.9,19.1
