time,station_id,precipitation_mm,temperature_c,visibility_m,pressure_msl_hpa,relative_humidity_pct,wind_speed_ms,wind_direction_deg,wind_gust_ms
2026-08-01 22:00:00+00:00,64711,0.0,23.4,20000,1001.0,49,1.3,87,1.6
2026-08-01 22:10:00+00:00,64711,0.0,23.2,20000,1001.1,49,0.4,72,1.5
2026-08-01 22:20:00+00:00,64711,0.0,23.5,20000,1001.1,49,0.1,213,1.0
2026-08-01 22:30:00+00:00,64711,0.0,24.0,20000,1001.1,48,0.5,144,1.2
2026-08-01 22:40:00+00:00,64711,0.0,23.9,20000,1001.1,48,0.3,112,1.0
2026-08-01 22:50:00+00:00,64711,0.0,23.7,20000,1001.1,49,1.0,96,1.5
2026-08-01 23:00:00+00:00,64711,0.0,23.4,20000,1001.1,49,1.2,99,1.5
2026-08-01 23:10:00+00:00,64711,0.0,22.5,20000,1001.1,52,1.3,68,1.5
2026-08-01 23:20:00+00:00,64711,0.0,23.0,20000,1001.2,52,1.7,354,2.6
2026-08-01 23:30:00+00:00,64711,0.0,23.7,20000,1001.4,48,0.8,118,2.9
2026-08-01 23:40:00+00:00,64711,0.0,23.1,20000,1001.5,49,1.8,184,2.2
2026-08-01 23:50:00+00:00,64711,0.0,22.3,20000,1001.5,51,2.0,181,2.4
2026-08-02 00:00:00+00:00,64711,0.0,21.6,20000,1001.6,53,2.4,266,3.5
2026-08-02 00:10:00+00:00,64711,0.0,22.1,20000,1001.7,50,1.7,237,2.3
2026-08-02 00:20:00+00:00,64711,0.0,22.5,20000,1001.6,48,1.1,203,1.4
2026-08-02 00:30:00+00:00,64711,0.0,22.6,20000,1001.5,50,1.3,155,1.6
2026-08-02 00:40:00+00:00,64711,0.0,21.6,20000,1001.4,50,0.9,136,1.3
2026-08-02 00:50:00+00:00,64711,0.0,21.8,20000,1001.5,52,1.4,152,2.4
2026-08-02 01:00:00+00:00,64711,0.0,22.0,20000,1001.5,51,1.6,158,2.1
2026-08-02 01:10:00+00:00,64711,0.0,21.4,20000,1001.6,52,1.6,161,2.0
2026-08-02 01:20:00+00:00,64711,0.0,21.5,20000,1001.6,53,0.6,148,1.3
2026-08-02 01:30:00+00:00,64711,0.0,21.8,20000,1001.6,52,0.2,152,1.0
2026-08-02 01:40:00+00:00,64711,0.0,21.8,20000,1001.6,52,0.3,161,1.1
2026-08-02 01:50:00+00:00,64711,0.0,20.5,20000,1001.7,55,0.2,109,1.1
2026-08-02 02:00:00+00:00,64711,0.0,20.4,20000,1001.7,57,0.2,98,1.3
2026-08-02 02:10:00+00:00,64711,0.0,20.8,20000,1001.8,57,1.2,104,2.0
2026-08-02 02:20:00+00:00,64711,0.0,20.2,20000,1001.9,58,1.4,117,2.3
2026-08-02 02:30:00+00:00,64711,0.0,19.6,20000,1002.0,59,0.7,129,1.5
2026-08-02 02:40:00+00:00,64711,0.0,19.8,20000,1002.0,62,1.0,164,2.0
2026-08-02 02:50:00+00:00,64711,0.0,21.2,20000,1002.1,56,2.9,157,4.4
2026-08-02 03:00:00+00:00,64711,0.0,21.8,20000,1002.1,52,3.3,160,3.9
2026-08-02 03:10:00+00:00,64711,0.0,22.0,20000,1002.1,52,2.8,180,3.6
2026-08-02 03:20:00+00:00,64711,0.0,21.7,20000,1002.1,51,1.8,180,2.9
2026-08-02 03:30:00+00:00,64711,0.0,21.1,20000,1002.3,55,0.0,109,0.7
2026-08-02 03:40:00+00:00,64711,0.0,22.1,20000,1002.4,51,0.8,138,1.7
2026-08-02 03:50:00+00:00,64711,0.0,22.2,20000,1002.6,51,1.8,164,2.5
2026-08-02 04:00:00+00:00,64711,0.0,22.0,20000,1002.8,52,1.9,50,4.9
2026-08-02 04:10:00+00:00,64711,0.0,22.4,20000,1002.9,52,1.0,11,1.7
2026-08-02 04:20:00+00:00,64711,0.0,22.6,20000,1003.0,52,0.7,24,1.7
2026-08-02 04:30:00+00:00,64711,0.0,22.9,20000,1003.0,53,1.1,68,2.0
2026-08-02 04:40:00+00:00,64711,0.0,23.4,20000,1003.0,51,1.3,102,1.9
2026-08-02 04:50:00+00:00,64711,0.0,24.0,20000,1003.0,49,1.1,98,1.6
2026-08-02 05:00:00+00:00,64711,0.0,23.9,20000,1003.0,49,1.1,142,2.2
2026-08-02 05:10:00+00:00,64711,0.0,23.5,20000,1003.0,50,2.2,145,2.9
2026-08-02 05:20:00+00:00,64711,0.0,24.4,20000,1003.1,48,1.5,146,2.4
2026-08-02 05:30:00+00:00,64711,0.0,24.9,20000,1003.1,46,2.1,168,2.7
2026-08-02 05:40:00+00:00,64711,0.0,25.4,20000,1003.1,46,2.8,185,3.8
2026-08-02 05:50:00+00:00,64711,0.0,26.1,20000,1003.1,45,3.3,188,4.4
2026-08-02 06:00:00+00:00,64711,0.0,26.8,20000,1003.1,43,3.3,193,4.1
2026-08-02 06:10:00+00:00,64711,0.0,27.7,20000,1003.2,40,3.0,200,4.0
2026-08-02 06:20:00+00:00,64711,0.0,28.2,20000,1003.2,39,2.9,214,3.9
2026-08-02 06:30:00+00:00,64711,0.0,28.7,20000,1003.3,38,2.6,214,3.7
2026-08-02 06:40:00+00:00,64711,0.0,29.2,20000,1003.3,36,2.6,223,4.3
2026-08-02 06:50:00+00:00,64711,0.0,29.5,7343,1003.3,36,2.3,246,3.6
2026-08-02 07:00:00+00:00,64711,0.0,29.6,20000,1003.3,35,2.4,252,3.8
2026-08-02 07:10:00+00:00,64711,0.0,29.5,20000,1003.3,36,2.3,250,3.5
2026-08-02 07:20:00+00:00,64711,0.0,30.4,20000,1003.3,35,2.1,272,3.7
2026-08-02 07:30:00+00:00,64711,0.0,30.8,20000,1003.3,33,3.3,267,4.7
2026-08-02 07:40:00+00:00,64711,0.0,30.7,20000,1003.4,34,3.5,270,5.4
2026-08-02 07:50:00+00:00,64711,0.0,31.2,20000,1003.4,34,3.2,253,4.8
2026-08-02 08:00:00+00:00,64711,0.0,31.7,20000,1003.4,33,3.2,268,4.7
2026-08-02 08:10:00+00:00,64711,0.0,31.9,20000,1003.4,32,3.5,294,5.6
2026-08-02 08:20:00+00:00,64711,0.0,31.9,20000,1003.5,32,3.5,298,5.4
2026-08-02 08:30:00+00:00,64711,0.0,32.4,20000,1003.5,32,3.7,292,6.2
2026-08-02 08:40:00+00:00,64711,0.0,31.9,20000,1003.6,32,3.7,296,6.3
2026-08-02 08:50:00+00:00,64711,0.0,32.2,20000,1003.7,32,3.5,300,6.4
2026-08-02 09:00:00+00:00,64711,0.0,32.2,20000,1003.7,31,3.7,291,5.3
2026-08-02 09:10:00+00:00,64711,0.0,32.3,20000,1003.7,31,3.9,309,6.0
