metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,30.44583333333334,23.603333333333335,6.842500000000005,2.8517871675839075,100.0,deg C
precipitation_total_mm,Precipitation,0.0,4.040000000000001,-4.040000000000001,-1.3752001236372509,20.0,mm
wind_speed_mean_ms,Wind,4.480555555555556,3.8486666666666673,0.6318888888888887,0.8799573373139359,90.0,m/s
pressure_mean_hpa,Pressure,1015.4847222222221,1012.9366666666665,2.5480555555556066,0.8349674238415334,80.0,hPa
cloud_cover_mean_pct,Cloud,6.375,47.86666666666666,-41.49166666666666,-2.3774347414057924,0.0,%
shortwave_total_wh_m2,Solar radiation,20698.0,17170.5555569292,3527.444443070799,1.7577156986234592,100.0,Wh/m2
