time,kind,confidence,score,pressure_change_3h_hpa,temperature_change_3h_c,wind_shift_3h_deg,precipitation_3h_mm,briefing
2026-09-09T21:00:00+00:00,Probable cold-front passage,0.71,3,0.3166666666667197,-2.25,86.35253300731802,0.0,"Probable cold-front passage: pressure changed +0.3 hPa, temperature -2.2 C, wind shifted 86 degrees, and 3-hour precipitation was 0.0 mm."
