metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,21.64861111111111,20.23,1.4186111111111082,0.7517814392748169,80.0,deg C
precipitation_total_mm,Precipitation,0.0,3.9799999999999995,-3.9799999999999995,-0.6860274598029783,40.0,mm
wind_speed_mean_ms,Wind,3.9884722222222218,3.974333333333333,0.014138888888888701,0.024726378686702504,40.0,m/s
pressure_mean_hpa,Pressure,1018.723611111111,1017.4466666666667,1.2769444444443252,0.35772135835004265,70.0,hPa
cloud_cover_mean_pct,Cloud,12.055555555555555,36.266666666666666,-24.21111111111111,-0.918441463059805,30.0,%
shortwave_total_wh_m2,Solar radiation,16799.0,13868.055556665004,2930.9444433349963,1.52867147018561,100.0,Wh/m2
