metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,12.511111111111111,15.653333333333332,-3.1422222222222214,-0.9719122105868786,10.0,deg C
precipitation_total_mm,Precipitation,4.0,5.800000000000001,-1.8000000000000007,-0.23209292912871396,70.0,mm
wind_speed_mean_ms,Wind,4.395138888888889,4.640666666666666,-0.24552777777777735,-0.2237805522354641,60.0,m/s
pressure_mean_hpa,Pressure,1020.5500000000001,1017.21,3.340000000000032,1.167026330986035,90.0,hPa
cloud_cover_mean_pct,Cloud,51.19444444444444,56.56666666666666,-5.37222222222222,-0.23272564318365233,40.0,%
shortwave_total_wh_m2,Solar radiation,11436.0,9746.1111118908,1689.8888881092007,0.6918689117229351,80.0,Wh/m2
