time,reflectivity_dbz,domain_max_dbz,echo_fraction_pct
2026-09-22 16:00:00+00:00,,41.5,5.291713117800074
2026-09-22 16:30:00+00:00,,39.5,4.199182460052025
2026-09-22 17:00:00+00:00,,39.0,2.8751924404098315
2026-09-22 17:30:00+00:00,,34.0,1.4237935977066412
2026-09-22 18:00:00+00:00,,32.5,0.5329935764718374
2026-09-22 18:30:00+00:00,,24.5,0.296225513616818
2026-09-22 19:00:00+00:00,,24.0,0.24632372458459414
2026-09-22 19:30:00+00:00,,33.5,0.4724743855178638
2026-09-22 20:00:00+00:00,,34.5,0.6147475712693103
2026-09-22 20:30:00+00:00,,29.0,0.3684238466847162
2026-09-22 21:00:00+00:00,,34.5,0.7771938206720815
2026-09-22 21:30:00+00:00,,35.0,1.2103838190794711
2026-09-22 22:00:00+00:00,,32.5,1.5915485480702873
2026-09-22 22:30:00+00:00,,34.5,1.3547804852152678
2026-09-22 23:00:00+00:00,,34.0,1.8814036205340552
2026-09-22 23:30:00+00:00,,34.5,1.680734724212985
2026-09-23 00:00:00+00:00,,31.5,1.6297711949885865
2026-09-23 00:30:00+00:00,,32.0,1.5289058767319637
2026-09-23 01:00:00+00:00,,34.0,1.9557254339863037
2026-09-23 01:30:00+00:00,,35.0,1.7656739395869832
2026-09-23 02:00:00+00:00,,34.5,2.5025216329564155
2026-09-23 02:30:00+00:00,,35.0,3.360407708233795
2026-09-23 03:00:00+00:00,23.5,39.0,3.6428305993523384
2026-09-23 03:30:00+00:00,,36.5,3.3880129532303447
2026-09-23 04:00:00+00:00,,35.0,3.1884057971014492
2026-09-23 04:30:00+00:00,,36.0,2.831661092530658
2026-09-23 05:00:00+00:00,,40.0,2.419705897966767
2026-09-23 05:30:00+00:00,,35.5,1.7083399692095345
2026-09-23 06:00:00+00:00,,36.0,1.4057440144396667
2026-09-23 06:30:00+00:00,,33.0,1.3600891861761426
2026-09-23 07:00:00+00:00,,33.0,1.013961883527101
2026-09-23 07:30:00+00:00,,37.5,0.5701544831979615
2026-09-23 08:00:00+00:00,,36.0,1.2326803631151457
2026-09-23 08:30:00+00:00,,36.5,1.1647289908159473
2026-09-23 09:00:00+00:00,,35.5,1.1604820300472476
2026-09-23 09:30:00+00:00,,41.5,1.3218665392578437
2026-09-23 10:00:00+00:00,,35.5,1.7412539151669588
2026-09-23 10:30:00+00:00,,46.5,2.5471147210277647
2026-09-23 11:00:00+00:00,,39.5,3.241492806710198
2026-09-23 11:30:00+00:00,,45.5,4.1875033179381
2026-09-23 12:00:00+00:00,,46.0,5.707915273132665
2026-09-23 12:30:00+00:00,,45.0,6.2313531878749275
2026-09-23 13:00:00+00:00,,41.5,5.735520518129214
2026-09-23 13:30:00+00:00,,41.5,5.389393215480172
2026-09-23 14:00:00+00:00,,47.0,5.057068535329405
2026-09-23 14:30:00+00:00,4.0,39.0,4.328714763497373
2026-09-23 15:00:00+00:00,21.0,38.0,2.9102298667516058
2026-09-23 15:30:00+00:00,,41.5,2.009874183787227
2026-09-23 16:00:00+00:00,10.5,31.0,1.2719647502256197
2026-09-23 16:30:00+00:00,,35.0,0.9152200456548283
2026-09-23 17:00:00+00:00,,33.0,1.0213940648723256
2026-09-23 17:30:00+00:00,,42.0,1.0192705844879757
2026-09-23 18:00:00+00:00,,34.0,1.6722408026755853
2026-09-23 18:30:00+00:00,,37.0,2.1266656049264743
2026-09-23 19:00:00+00:00,,39.0,2.1309125656951746
2026-09-23 19:30:00+00:00,,34.5,2.099060359929925
2026-09-23 20:00:00+00:00,,34.0,2.072516855125551
2026-09-23 20:30:00+00:00,,30.0,1.6955990869034347
2026-09-23 21:00:00+00:00,,28.5,1.3271752402187185
2026-09-23 21:30:00+00:00,,34.0,1.1095185008228485
2026-09-23 22:00:00+00:00,,35.0,0.6051919095397356
2026-09-23 22:30:00+00:00,,25.0,0.44168391994478956
2026-09-23 23:00:00+00:00,,25.5,0.2314593618941445
2026-09-23 23:30:00+00:00,,23.5,0.23464458247066944
2026-09-24 00:00:00+00:00,,28.0,0.23464458247066944
2026-09-24 00:30:00+00:00,,24.5,0.14652014652014653
2026-09-24 01:00:00+00:00,,18.0,0.05733397037744863
2026-09-24 01:30:00+00:00,,16.0,0.05945745076179859
2026-09-24 02:00:00+00:00,,18.0,0.04353134787917397
2026-09-24 02:30:00+00:00,,19.0,0.021234803843499496
2026-09-24 03:00:00+00:00,,11.0,0.016987843074799596
2026-09-24 03:30:00+00:00,,11.5,0.021234803843499496
2026-09-24 04:00:00+00:00,,13.0,0.03185220576524924
2026-09-24 04:30:00+00:00,,16.5,0.053087009608748736
2026-09-24 05:00:00+00:00,,19.5,0.061580931146148536
2026-09-24 05:30:00+00:00,,19.0,0.039284387110474064
