time,kind,confidence,score,pressure_change_3h_hpa,temperature_change_3h_c,wind_shift_3h_deg,precipitation_3h_mm,briefing
2026-09-01T02:00:00+00:00,Probable frontal trough or wind-shift line,0.88,5,4.366666666666674,-1.8499999999999979,107.81668714223878,7.3,"Probable frontal trough or wind-shift line: pressure changed +4.4 hPa, temperature -1.8 C, wind shifted 108 degrees, and 3-hour precipitation was 7.3 mm."
2026-09-01T14:00:00+00:00,Probable warm-front passage,0.71,3,-1.2666666666667652,2.25,8.99708222620805,0.0,"Probable warm-front passage: pressure changed -1.3 hPa, temperature +2.2 C, wind shifted 9 degrees, and 3-hour precipitation was 0.0 mm."
