time,latitude,longitude,height_km,event_type,peak_current_ka,location_error,distance_km
2026-09-01 00:00:05.781213700+00:00,46.9107,20.2159,0.0,1,2.6,0.093,126.99264072824901
2026-09-01 00:00:05.928727800+00:00,46.9164,20.1236,5.8,2,-2.8,0.064,132.56333310256323
2026-09-01 00:00:08.585001300+00:00,46.8221,20.6752,0.0,1,-4.3,0.114,106.78191481043429
2026-09-01 00:00:08.976152500+00:00,47.0883,20.6212,0.0,1,-3.0,0.039,90.4617811947688
2026-09-01 00:00:08.977913300+00:00,47.0969,20.6193,0.0,1,3.0,0.099,90.05992361314347
2026-09-01 00:00:09.009822300+00:00,47.0968,20.6275,0.0,1,2.3,0.105,89.5450210612474
2026-09-01 00:00:09.267944700+00:00,47.1207,20.6252,0.0,1,-12.5,0.09,88.27230204639949
2026-09-01 00:00:09.268820200+00:00,47.1104,20.6647,0.0,1,-4.7,0.153,86.3606047363692
2026-09-01 00:00:09.527345200+00:00,47.1202,20.6253,0.0,1,-7.0,0.124,88.29494997851499
2026-09-01 00:00:11.253198500+00:00,46.7263,20.5168,6.3,2,2.5,0.125,122.78261658470755
2026-09-01 00:00:11.268926600+00:00,46.6562,20.3913,0.0,1,-3.1,0.092,135.01446151954903
2026-09-01 00:00:11.271883300+00:00,46.6514,20.4324,0.0,1,-28.7,0.102,133.2716995348214
2026-09-01 00:00:11.292524+00:00,46.659,20.3873,0.0,1,3.4,0.088,134.9988149976326
2026-09-01 00:00:11.316920300+00:00,46.6514,20.4343,0.0,1,-6.4,0.085,133.17412140666875
2026-09-01 00:00:11.511220800+00:00,46.6506,20.4234,0.0,1,-25.6,0.095,133.80062328464876
2026-09-01 00:00:11.539833+00:00,46.7226,20.5071,0.0,1,6.3,0.09,123.58697213123003
2026-09-01 00:00:11.545804900+00:00,46.7275,20.5649,0.0,1,4.9,0.134,120.22248925642478
2026-09-01 00:00:11.548119500+00:00,46.6569,20.4008,0.0,1,4.7,0.098,134.46040390464103
2026-09-01 00:00:11.555344600+00:00,46.6702,20.3124,0.0,1,-2.9,0.111,138.12649993094675
2026-09-01 00:00:11.556869400+00:00,46.7256,20.5191,0.0,1,6.7,0.126,122.7208465740551
2026-09-01 00:00:11.564739600+00:00,46.6646,20.296,0.0,1,4.4,0.124,139.45702709839824
2026-09-01 00:00:11.576751200+00:00,46.7169,20.4663,0.0,1,10.6,0.03,126.18098370472644
2026-09-01 00:00:11.577108800+00:00,46.7142,20.4653,0.0,1,4.0,0.231,126.4508215029497
2026-09-01 00:00:11.615506700+00:00,46.7124,20.47,0.0,1,4.9,0.099,126.34910868583925
2026-09-01 00:00:11.635716600+00:00,46.6077,20.3172,0.0,1,-13.5,0.088,142.82085555883842
2026-09-01 00:00:11.734421500+00:00,46.6681,20.4769,0.0,1,2.2,0.124,129.61820196590986
2026-09-01 00:00:13.516263900+00:00,46.8333,20.7138,0.0,1,-5.6,0.153,103.89931026119666
2026-09-01 00:00:13.522528600+00:00,46.8456,20.6689,0.0,1,3.2,0.089,105.1824667809536
2026-09-01 00:00:13.529190700+00:00,46.8459,20.6853,0.0,1,2.9,0.127,104.30857013407493
2026-09-01 00:00:14.567808600+00:00,46.9328,20.6636,0.0,1,-2.7,0.014,98.62881843672959
2026-09-01 00:00:14.892068800+00:00,46.9278,20.5766,0.0,1,-14.0,0.096,103.93082624561256
2026-09-01 00:00:14.978323700+00:00,46.9275,20.5758,0.0,1,-23.1,0.098,103.99865550232705
2026-09-01 00:00:15.065487500+00:00,46.9273,20.5758,0.0,1,-13.8,0.081,104.01313458792038
2026-09-01 00:00:17.098269500+00:00,46.957,20.4827,0.0,1,-4.6,0.062,107.45832135448055
2026-09-01 00:00:17.132379+00:00,46.9501,20.4618,0.0,1,-5.5,0.062,109.18802428157623
2026-09-01 00:00:17.164172800+00:00,46.9456,20.4728,0.0,1,-8.5,0.11,108.82184890006495
2026-09-01 00:00:17.447308900+00:00,46.9457,20.4711,0.0,1,-19.8,0.071,108.91794531373887
2026-09-01 00:00:17.448180600+00:00,46.9335,20.4158,0.0,1,-5.0,0.135,113.09216254606302
2026-09-01 00:00:24.738401700+00:00,47.2215,19.9564,0.0,1,-18.3,0.085,130.45304362164634
2026-09-01 00:00:24.759787800+00:00,47.2204,19.9573,0.0,1,-2.2,0.071,130.42135015263506
2026-09-01 00:00:25.053694400+00:00,46.7487,20.542,0.0,1,3.0,0.109,119.65048329139793
2026-09-01 00:00:27.538743700+00:00,46.9477,20.2478,0.0,1,-10.0,0.09,122.72214615520308
2026-09-01 00:00:27.605208+00:00,46.946,20.2471,0.0,1,-19.3,0.108,122.868474680071
2026-09-01 00:00:27.666583600+00:00,46.946,20.2457,0.0,1,-13.2,0.077,122.95811221565297
2026-09-01 00:00:27.728343900+00:00,46.9469,20.2483,0.0,1,-5.6,0.068,122.73787801942373
2026-09-01 00:00:27.928507500+00:00,46.9467,20.2486,0.0,1,-12.0,0.088,122.73061886021219
2026-09-01 00:00:27.931657500+00:00,46.9619,20.2308,0.0,1,-4.0,0.093,122.9803406490025
2026-09-01 00:00:27.941354600+00:00,46.9654,20.2875,0.0,1,-5.9,0.076,119.12350812463403
2026-09-01 00:00:27.981408900+00:00,46.9473,20.2492,0.0,1,-4.2,0.073,122.65636065685504
2026-09-01 00:00:28.068476500+00:00,46.9475,20.2477,0.0,1,-7.9,0.095,122.74048426899036
2026-09-01 00:00:28.209580500+00:00,46.9463,20.2473,0.0,1,-14.3,0.085,122.83774567383524
2026-09-01 00:00:28.351591800+00:00,46.9477,20.2485,0.0,1,-6.3,0.074,122.67730769746163
2026-09-01 00:00:29.227877600+00:00,47.0899,20.6999,6.7,2,-3.3,0.12,85.44456656769242
2026-09-01 00:00:30.074958600+00:00,46.776,20.6398,0.0,1,-7.2,0.09,112.40325911215281
2026-09-01 00:00:32.061793300+00:00,46.5469,20.4293,0.0,1,-5.9,0.129,142.23008226502265
2026-09-01 00:00:33.895115200+00:00,47.1537,20.8054,0.0,1,-5.7,0.131,74.83766119587808
2026-09-01 00:00:33.916305200+00:00,47.1518,20.8083,0.0,1,-6.9,0.049,74.77698474146034
2026-09-01 00:00:34.083726400+00:00,47.1433,20.7716,0.0,1,-4.9,0.11,77.6010075011915
2026-09-01 00:00:34.266361+00:00,47.1604,20.8094,0.0,1,-4.1,0.049,74.16807376668585
2026-09-01 00:00:40.655174500+00:00,46.8404,20.3857,0.0,1,-8.0,0.097,121.28561253343527
2026-09-01 00:00:41.013509600+00:00,46.8096,20.4128,0.0,1,-9.3,0.071,121.95548473837198
2026-09-01 00:00:41.016072200+00:00,46.9124,20.4395,0.0,1,3.5,0.109,113.07718261864186
2026-09-01 00:00:41.020351+00:00,46.9193,20.4286,0.0,1,4.9,0.116,113.26371537824785
2026-09-01 00:00:41.045073200+00:00,47.2045,19.9178,0.0,1,-11.4,0.074,133.77972017450767
2026-09-01 00:00:41.045517800+00:00,47.2047,19.9205,0.0,1,-2.9,0.079,133.57777786549207
2026-09-01 00:00:41.200456500+00:00,46.8108,20.4108,0.0,1,-13.4,0.1,121.98083218027467
2026-09-01 00:00:41.347726100+00:00,46.8102,20.4103,0.0,1,-16.6,0.141,122.05355044657433
2026-09-01 00:00:41.567786500+00:00,47.2413,19.8586,0.0,1,-5.0,0.067,137.0091558442633
2026-09-01 00:00:41.578832800+00:00,47.2409,19.8611,3.6,2,2.3,0.02,136.83725121460958
2026-09-01 00:00:41.607675900+00:00,46.8104,20.4134,0.0,1,-6.1,0.053,121.86227560226324
2026-09-01 00:00:41.639358500+00:00,47.4212,19.8786,0.0,1,5.0,0.065,131.99446297575983
2026-09-01 00:00:41.820185500+00:00,47.3339,19.87,4.2,2,-2.0,0.169,133.99374744942256
2026-09-01 00:00:41.856524700+00:00,47.3153,19.9347,0.0,1,5.6,0.081,129.5858329629998
