temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
18.1,0.0,5.05,1023.2,12.0,5411.111111544001,4.02,-4.02,1991
23.2,0.0,8.06,1006.9,27.0,4913.8888892820005,5.68,-5.68,1992
12.0,1.1,3.75,1016.2,93.0,3497.2222225020005,1.98,-0.8799999999999999,1993
24.8,1.9,4.89,1014.6,27.0,5163.888889302,4.7,-2.8000000000000003,1994
14.0,0.0,4.21,1011.9,32.0,5038.888889292,3.37,-3.37,1995
19.2,3.0,3.34,1014.0,87.0,3958.3333336500004,2.67,0.33000000000000007,1996
21.4,0.0,7.0,1015.5,42.0,4163.888889222,3.51,-3.51,1997
14.6,3.1,2.03,1018.6,44.0,4558.333333698,2.7,0.3999999999999999,1998
17.3,4.7,4.48,1011.2,62.0,4172.222222556,2.63,2.0700000000000003,1999
17.2,36.1,4.62,1004.1,84.0,605.5555556040001,0.62,35.480000000000004,2000
20.0,2.0,4.55,1009.2,70.0,4177.777778112,3.43,-1.4300000000000002,2001
21.4,0.0,3.46,1017.1,41.0,5611.111111560001,4.7,-4.7,2002
16.8,2.1,4.49,1013.7,56.0,4225.000000338001,3.03,-0.9299999999999997,2003
17.5,2.2,3.85,1017.5,58.0,4263.88888923,2.78,-0.5799999999999996,2004
21.6,0.0,5.67,1016.9,0.0,5780.555556018,4.68,-4.68,2005
16.5,0.0,4.2,1017.8,52.0,3522.222222504,2.53,-2.53,2006
19.1,0.0,4.07,1013.6,61.0,4355.555555904,3.65,-3.65,2007
17.9,0.0,3.49,1019.5,54.0,5516.666667108,3.95,-3.95,2008
19.1,0.0,2.21,1020.4,19.0,5813.888889354001,3.81,-3.81,2009
12.1,13.5,6.74,1003.9,96.0,2261.1111112920003,1.44,12.06,2010
20.7,0.0,2.71,1013.7,46.0,4883.333333724,3.72,-3.72,2011
25.5,0.0,2.96,1015.1,36.0,5730.555556014,4.78,-4.78,2012
18.7,1.1,5.73,1017.2,39.0,4944.444444840001,3.76,-2.6599999999999997,2013
21.7,0.0,3.96,1008.6,87.0,5077.777778184,3.99,-3.99,2014
27.8,0.0,5.22,1011.5,7.0,5208.333333750001,5.36,-5.36,2015
19.6,0.0,2.24,1020.8,1.0,5794.444444908,3.97,-3.97,2016
22.4,0.0,2.95,1011.9,15.0,5763.888889350001,4.46,-4.46,2017
24.3,0.0,5.53,1017.1,20.0,5458.33333377,5.22,-5.22,2018
25.5,0.0,4.36,1013.7,18.0,5105.555555964,4.99,-4.99,2019
19.0,8.0,6.6,1007.8,72.0,2780.5555557780003,2.47,5.529999999999999,2020
