time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-08-31 22:00:00+00:00,22.8,13.7,56,0.0,19,1014.0,2.26,4.51,162,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.05,24.9,23.9,18.8,17.8,0.093,0.145,0.159,0.242
2026-08-31 23:00:00+00:00,22.2,14.1,60,0.1,38,1013.5,3.69,6.26,155,6.2,0.0,0.0,0.0,0.0,0.1,0.0,1.06,0.07,24.1,23.8,18.9,17.8,0.094,0.145,0.159,0.242
2026-09-01 00:00:00+00:00,22.3,15.0,63,0.0,82,1013.4,0.84,2.48,253,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,23.4,23.7,18.8,17.8,0.099,0.145,0.159,0.242
2026-09-01 01:00:00+00:00,20.8,15.1,70,0.1,98,1013.7,1.32,1.66,191,1.6,0.0,0.0,0.0,0.0,0.1,0.0,0.74,0.01,22.5,23.6,18.8,17.8,0.1,0.145,0.159,0.242
2026-09-01 02:00:00+00:00,19.9,15.9,78,0.3,100,1014.5,4.37,8.21,230,7.7,0.0,0.0,0.0,0.0,0.3,0.0,0.52,0.04,21.9,23.5,18.8,17.8,0.103,0.145,0.159,0.242
2026-09-01 03:00:00+00:00,19.2,17.8,92,2.0,98,1014.7,3.87,8.34,246,8.1,0.0,0.0,0.0,0.0,2.0,0.0,0.19,0.01,21.0,23.3,18.9,17.8,0.127,0.145,0.159,0.242
2026-09-01 04:00:00+00:00,19.3,17.7,90,0.5,84,1014.9,3.63,7.3,282,6.8,0.0,0.0,0.0,0.0,0.5,0.0,0.21,0.03,20.5,23.1,18.9,17.8,0.134,0.145,0.159,0.242
2026-09-01 05:00:00+00:00,19.5,17.9,90,0.0,48,1015.7,2.69,5.48,331,6.9,39.0,17.0,22.0,3535.06,0.0,0.0,0.22,0.03,20.3,22.9,18.9,17.8,0.134,0.145,0.159,0.242
2026-09-01 06:00:00+00:00,19.6,17.8,89,0.0,4,1016.9,2.58,4.01,171,4.5,175.0,93.0,82.0,3600.0,0.0,0.0,0.24,0.09,20.6,22.6,18.8,17.8,0.133,0.145,0.159,0.242
2026-09-01 07:00:00+00:00,21.8,16.9,74,0.0,7,1017.2,1.46,1.73,211,5.6,354.0,260.0,94.0,3600.0,0.0,0.0,0.69,0.21,21.7,22.5,18.9,17.8,0.133,0.145,0.159,0.242
2026-09-01 08:00:00+00:00,23.9,16.4,63,0.0,9,1017.8,1.2,1.52,272,4.4,502.0,390.0,112.0,3600.0,0.0,0.0,1.09,0.33,23.4,22.5,18.9,17.8,0.131,0.145,0.159,0.242
2026-09-01 09:00:00+00:00,25.7,15.5,53,0.0,30,1018.0,1.62,2.13,304,6.9,627.0,509.0,118.0,3600.0,0.0,0.0,1.53,0.43,25.1,22.5,18.9,17.8,0.129,0.145,0.159,0.242
2026-09-01 10:00:00+00:00,26.6,13.8,45,0.0,7,1018.0,1.77,2.38,315,6.9,587.0,440.0,147.0,3600.0,0.0,0.0,1.91,0.43,26.4,22.6,18.9,17.8,0.127,0.145,0.159,0.242
2026-09-01 11:00:00+00:00,27.6,13.1,41,0.0,14,1017.7,1.79,2.33,293,6.0,695.0,563.0,132.0,3600.0,0.0,0.0,2.19,0.5,27.8,22.7,18.9,17.8,0.125,0.145,0.159,0.242
2026-09-01 12:00:00+00:00,28.6,13.5,39,0.0,25,1017.5,2.24,2.82,243,6.3,671.0,539.0,132.0,3600.0,0.0,0.0,2.37,0.51,30.7,23.0,18.7,17.8,0.108,0.145,0.159,0.241
2026-09-01 13:00:00+00:00,28.2,11.9,37,0.0,16,1017.1,2.59,3.45,245,7.2,562.0,420.0,142.0,3600.0,0.0,0.0,2.42,0.44,30.8,23.3,18.7,17.8,0.107,0.145,0.159,0.241
2026-09-01 14:00:00+00:00,28.9,10.3,31,0.0,8,1016.6,2.13,2.87,229,6.8,520.0,417.0,103.0,3600.0,0.0,0.0,2.73,0.41,30.8,23.5,18.8,17.8,0.105,0.145,0.159,0.241
2026-09-01 15:00:00+00:00,29.3,6.7,24,0.0,8,1016.3,3.69,5.21,254,7.9,389.0,305.0,84.0,3600.0,0.0,0.0,3.09,0.38,30.4,23.7,18.8,17.8,0.104,0.145,0.159,0.241
2026-09-01 16:00:00+00:00,28.2,6.1,25,0.0,2,1016.6,4.41,6.97,266,9.6,228.0,164.0,64.0,3600.0,0.0,0.0,2.87,0.3,29.4,23.9,18.8,17.8,0.103,0.145,0.159,0.241
2026-09-01 17:00:00+00:00,26.0,7.2,30,0.0,0,1016.6,3.87,7.2,265,8.7,71.0,40.0,31.0,3600.0,0.0,0.0,2.35,0.18,28.0,24.0,18.8,17.8,0.102,0.145,0.159,0.241
2026-09-01 18:00:00+00:00,24.3,8.0,35,0.0,3,1017.1,4.28,8.05,263,7.8,1.0,0.0,1.0,0.0,0.0,0.0,1.96,0.14,26.4,23.9,18.8,17.8,0.107,0.145,0.159,0.241
2026-09-01 19:00:00+00:00,23.2,8.4,39,0.0,31,1017.8,3.55,7.14,271,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.11,25.1,23.9,18.9,17.8,0.107,0.145,0.159,0.241
