temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
14.4,2.0,5.93,1008.2,66.0,1938.8888890440003,1.68,0.32000000000000006,1990
19.5,0.0,4.3,1018.8,59.0,4602.777778146001,3.87,-3.87,1991
13.2,21.3,6.92,1002.4,94.0,858.333333402,0.93,20.37,1992
12.6,8.0,5.14,1006.4,84.0,1158.333333426,0.83,7.17,1993
21.7,0.8,2.84,1016.1,54.0,3463.8888891660004,2.66,-1.86,1994
15.2,0.0,6.72,1007.1,36.0,4572.2222225880005,3.39,-3.39,1995
16.9,3.8,4.86,1005.5,78.0,3508.3333336140004,2.36,1.44,1996
20.8,1.5,3.07,1021.3,67.0,4236.11111145,3.01,-1.5099999999999998,1997
17.6,0.0,3.89,1014.7,86.0,2172.2222223960002,1.89,-1.89,1998
17.2,0.0,4.59,1021.1,67.0,5672.222222676001,4.12,-4.12,1999
14.8,0.3,6.3,1013.2,94.0,4013.8888892100003,2.87,-2.5700000000000003,2000
19.8,1.2,5.1,1004.8,96.0,3541.6666669500005,3.29,-2.09,2001
21.9,0.0,2.24,1014.9,37.0,4847.22222261,3.61,-3.61,2002
15.9,1.0,4.39,1023.1,44.0,4438.888889244001,3.24,-2.24,2003
19.8,0.0,6.78,1025.0,40.0,4413.888889242001,4.09,-4.09,2004
17.6,0.0,2.98,1022.5,27.0,5241.666667086,3.5,-3.5,2005
20.9,0.0,6.6,1016.9,11.0,5161.111111524,4.75,-4.75,2006
10.5,23.2,4.49,1008.1,99.0,758.3333333940001,0.6,22.599999999999998,2007
24.9,0.0,5.93,1013.1,62.0,4152.77777811,4.61,-4.61,2008
18.6,5.2,5.74,1014.4,41.0,4916.66666706,3.51,1.6900000000000004,2009
14.7,15.0,3.67,1017.4,59.0,3441.6666669420006,2.02,12.98,2010
24.7,0.0,3.8,1014.1,15.0,5244.444444864001,4.6,-4.6,2011
24.4,0.0,3.48,1013.7,19.0,4925.000000394,4.07,-4.07,2012
16.0,0.0,4.27,1019.6,23.0,5380.555555986,3.88,-3.88,2013
21.6,0.6,5.61,1014.9,79.0,4141.666666998,3.74,-3.14,2014
18.9,2.9,2.87,1011.2,99.0,1672.222222356,1.33,1.5699999999999998,2015
18.3,13.2,5.57,1011.7,99.0,1455.555555672,1.57,11.629999999999999,2016
15.5,1.0,4.82,1017.6,72.0,4405.555555908,3.31,-2.31,2017
20.1,5.7,2.14,1012.3,69.0,4383.3333336840005,2.99,2.71,2018
18.9,0.0,3.0,1015.4,7.0,5200.000000416,3.9,-3.9,2019
20.1,0.0,2.4,1019.6,6.0,5313.888889314,3.65,-3.65,2020
17.8,0.0,5.79,1020.9,51.0,5327.777778204,4.22,-4.22,2021
20.1,0.0,2.37,1023.1,53.0,4377.777778128,3.15,-3.15,2022
20.7,0.0,6.73,1023.3,17.0,5538.888889332001,4.75,-4.75,2023
23.9,0.0,7.58,1014.3,0.0,5452.777778214,6.41,-6.41,2024
24.6,0.0,2.58,1015.4,41.0,4611.111111480001,3.46,-3.46,2025
