temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
15.0,0.0,4.62,1010.9,75.0,3397.2222224940006,2.64,-2.64,1990
18.8,0.0,2.53,1024.8,3.0,5247.222222642001,3.52,-3.52,1991
21.4,0.0,4.2,1009.9,33.0,5133.333333744001,4.88,-4.88,1992
15.3,2.6,5.79,1007.1,90.0,3636.1111114020005,2.35,0.25,1993
24.0,2.3,4.04,1012.9,68.0,4527.777778140001,3.85,-1.5500000000000003,1994
15.5,19.4,6.41,1003.9,90.0,3033.3333335760003,1.88,17.52,1995
18.4,0.1,6.3,1010.9,49.0,4397.222222574001,3.38,-3.28,1996
20.0,0.5,3.4,1020.8,75.0,3363.888889158,2.42,-1.92,1997
16.1,0.5,3.67,1016.7,74.0,3644.444444736,2.35,-1.85,1998
17.8,0.4,5.15,1021.6,64.0,4072.2222225480004,3.45,-3.0500000000000003,1999
16.2,0.0,5.3,1011.1,48.0,4783.333333716,3.22,-3.22,2000
17.4,0.0,5.0,1013.1,47.0,4172.222222556,3.49,-3.49,2001
21.8,0.4,4.68,1018.3,39.0,5050.000000404,4.35,-3.9499999999999997,2002
12.7,0.2,3.59,1026.1,64.0,3455.555555832,2.51,-2.3099999999999996,2003
19.4,0.0,4.45,1023.8,44.0,5302.777778202,4.33,-4.33,2004
17.8,0.0,5.77,1025.1,37.0,5597.2222226700005,4.13,-4.13,2005
23.7,0.9,9.24,1015.7,36.0,4700.000000376001,5.2,-4.3,2006
16.7,7.3,5.07,1008.2,68.0,3541.6666669500005,2.71,4.59,2007
24.8,0.0,6.99,1012.2,26.0,4952.777778174,5.61,-5.61,2008
23.9,0.2,5.38,1008.6,69.0,3641.666666958,3.79,-3.59,2009
15.3,0.2,2.47,1018.2,54.0,4516.666667028001,2.64,-2.44,2010
22.7,0.0,3.44,1016.3,6.0,5444.44444488,4.25,-4.25,2011
24.6,0.0,4.7,1015.1,55.0,4486.11111147,4.41,-4.41,2012
18.1,0.0,4.98,1022.9,1.0,5761.1111115720005,4.28,-4.28,2013
23.3,0.3,8.24,1015.1,71.0,5072.222222628001,5.17,-4.87,2014
23.0,0.1,4.6,1011.6,56.0,4775.0000003820005,4.09,-3.9899999999999998,2015
22.5,0.0,4.55,1016.3,54.0,4830.555555942001,4.52,-4.52,2016
15.4,6.1,4.35,1012.2,82.0,2488.8888890880003,1.71,4.39,2017
19.6,15.8,2.34,1011.9,94.0,2000.0000001600001,1.44,14.360000000000001,2018
18.1,0.0,4.61,1019.5,13.0,5580.555556002,4.07,-4.07,2019
18.7,0.0,4.2,1022.9,13.0,5402.77777821,3.96,-3.96,2020
18.7,0.0,3.18,1017.4,42.0,4247.222222562,3.16,-3.16,2021
18.1,0.4,2.33,1021.1,51.0,3886.1111114220002,2.71,-2.31,2022
19.2,0.2,9.01,1021.8,26.0,5002.7777781780005,4.5,-4.3,2023
25.6,0.0,6.42,1015.1,19.0,5252.777778198,6.2,-6.2,2024
23.5,0.0,2.01,1015.5,62.0,4769.444444826001,3.5,-3.5,2025
