time,kind,confidence,score,pressure_change_3h_hpa,temperature_change_3h_c,wind_shift_3h_deg,precipitation_3h_mm,briefing
2026-08-26T14:00:00+00:00,Probable cold-front passage,0.71,3,0.5166666666665378,-2.049999999999997,16.16030738467566,0.0,"Probable cold-front passage: pressure changed +0.5 hPa, temperature -2.0 C, wind shifted 16 degrees, and 3-hour precipitation was 0.0 mm."
