metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,22.78472222222222,22.373333333333335,0.4113888888888866,0.126848954501729,60.0,deg C
precipitation_total_mm,Precipitation,0.0,4.159999999999999,-4.159999999999999,-0.6080909613791041,40.0,mm
wind_speed_mean_ms,Wind,5.565972222222222,4.391,1.1749722222222223,1.2834605647732533,90.0,m/s
pressure_mean_hpa,Pressure,1016.7305555555556,1015.8866666666665,0.8438888888890688,0.2484314754214411,60.0,hPa
cloud_cover_mean_pct,Cloud,38.15277777777778,41.5,-3.3472222222222214,-0.16808520369092728,40.0,%
shortwave_total_wh_m2,Solar radiation,16110.0,15824.722223488201,285.27777651179895,0.15901390338258733,50.0,Wh/m2
