start_date,end_date,similarity,distance,character,metrics
2017-08-27,2017-08-29,98.5,0.174,"dry, windy","{'temperature_mean_c': 22.26666666666667, 'precipitation_total_mm': 0.4999999999999929, 'wind_speed_10m_mean_ms': 3.5299999999999976, 'shortwave_total_mj_m2': 59.920000000000044, 'cloud_cover_mean_pct': 30.333333333333332, 'pressure_mean_hpa': 1015.5666666666666}"
2016-08-05,2016-08-07,97.0,0.247,"warm, dry, windy","{'temperature_mean_c': 23.76666666666667, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.643333333333331, 'shortwave_total_mj_m2': 66.14000000000004, 'cloud_cover_mean_pct': 22.333333333333332, 'pressure_mean_hpa': 1016.6}"
2012-08-08,2012-08-10,96.9,0.25,"warm, dry, bright","{'temperature_mean_c': 23.3, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.2866666666666657, 'shortwave_total_mj_m2': 65.20000000000002, 'cloud_cover_mean_pct': 26.666666666666668, 'pressure_mean_hpa': 1018.2666666666668}"
2024-09-05,2024-09-07,94.9,0.325,"warm, dry","{'temperature_mean_c': 24.000000000000004, 'precipitation_total_mm': 0.3999999999999849, 'wind_speed_10m_mean_ms': 3.3566666666666642, 'shortwave_total_mj_m2': 54.280000000000044, 'cloud_cover_mean_pct': 18.333333333333332, 'pressure_mean_hpa': 1015.4000000000004}"
2013-08-21,2013-08-23,94.6,0.332,windy,"{'temperature_mean_c': 20.900000000000002, 'precipitation_total_mm': 1.099999999999993, 'wind_speed_10m_mean_ms': 3.6733333333333316, 'shortwave_total_mj_m2': 58.96000000000002, 'cloud_cover_mean_pct': 45.333333333333336, 'pressure_mean_hpa': 1017.6999999999999}"
