time,latitude,longitude,height_km,event_type,peak_current_ka,location_error,distance_km
2026-08-26 10:31:44.838435400+00:00,46.6673,22.9103,9.5,2,20.9,0.254,136.62570160840093
2026-08-26 10:31:44.861802500+00:00,46.6693,22.8919,0.0,1,5.6,0.535,135.48064302146702
2026-08-26 10:35:32.838523+00:00,46.6956,22.8876,0.0,1,25.9,0.384,133.17696717708958
2026-08-26 10:35:32.838780100+00:00,46.6938,22.8998,0.0,1,17.1,0.564,133.97982480837643
2026-08-26 10:35:32.854372+00:00,46.6932,22.8916,0.0,1,6.4,0.444,133.5815141485669
2026-08-26 10:35:33.019679100+00:00,46.6806,22.9364,5.6,2,-5.0,0.143,137.00238709170458
2026-08-26 10:39:54.870700600+00:00,47.0888,22.6505,0.0,1,-22.9,0.32,91.51523309084806
2026-08-26 10:39:54.871403600+00:00,47.0876,22.6458,0.0,1,-4.6,0.307,91.28957388735705
2026-08-26 10:40:11.003466800+00:00,46.6895,22.9277,0.0,1,15.6,0.51,135.83708123176115
2026-08-26 10:40:11.003762800+00:00,46.6915,22.9143,0.0,1,50.6,0.373,134.94895559808876
2026-08-26 10:40:11.013021100+00:00,46.693,22.9272,0.0,1,4.5,0.167,135.53931194637354
2026-08-26 10:40:11.019470200+00:00,46.6821,22.8979,0.0,1,-5.8,0.327,134.79253373966947
2026-08-26 10:44:51.375950200+00:00,46.6045,22.9597,0.0,1,-11.5,0.5,144.25530699438914
2026-08-26 10:46:24.046605700+00:00,46.6104,22.9468,0.0,1,7.6,0.198,143.0994820093606
2026-08-26 10:48:31.449340400+00:00,46.6092,22.9749,0.0,1,-7.8,0.395,144.68878614303512
2026-08-26 10:57:04.331351500+00:00,46.6108,22.9923,0.0,1,-5.4,0.573,145.49483637688095
2026-08-26 10:57:04.373337700+00:00,46.6088,23.0236,0.0,1,-4.8,0.401,147.34448662441048
2026-08-26 10:57:04.437937900+00:00,46.6029,23.0133,0.0,1,-6.6,0.425,147.2491749186882
2026-08-26 10:58:27.254595500+00:00,46.6235,22.9984,0.0,1,-6.9,0.501,144.8265658423408
2026-08-26 11:02:29.970066+00:00,46.5946,23.0515,0.0,1,-4.3,0.426,149.97095395498766
2026-08-26 11:02:30.105852900+00:00,46.6069,23.0348,0.0,1,-9.6,0.44,148.1023021273974
2026-08-26 11:03:46.196694400+00:00,46.5884,23.0124,0.0,1,-12.3,0.459,148.34612915817377
2026-08-26 11:03:46.331569500+00:00,46.6014,23.0298,0.0,1,-6.0,0.627,148.2599222143571
2026-08-26 11:04:52.550013400+00:00,46.5769,23.0144,0.0,1,-9.7,0.565,149.36732771695594
2026-08-26 11:07:13.304436200+00:00,46.5864,23.0315,0.0,1,-13.4,0.62,149.53039641977492
2026-08-26 11:07:37.122629200+00:00,46.6084,23.0594,0.0,1,-6.0,0.404,149.33290129406478
2026-08-26 11:13:38.073069300+00:00,46.7298,22.9643,0.0,1,6.2,0.631,134.82460270841966
2026-08-26 11:15:27.433672600+00:00,46.7277,22.9606,0.0,1,-8.9,0.352,134.7710227790587
2026-08-26 11:15:27.434142500+00:00,46.7279,22.9538,0.0,1,-6.6,0.335,134.37156834741373
2026-08-26 11:17:30.442364900+00:00,46.7341,22.9694,0.0,1,-10.9,0.368,134.79614987479357
2026-08-26 11:17:30.524624900+00:00,46.7491,22.9969,0.0,1,-6.3,0.491,135.27985821048048
2026-08-26 11:21:42.945042500+00:00,46.7353,22.9961,10.5,2,-11.0,0.032,136.23601343374077
2026-08-26 11:21:43.011638200+00:00,46.7068,22.9779,0.0,1,-8.2,0.455,137.3093752972009
2026-08-26 11:23:27.086157400+00:00,46.764,22.9705,0.0,1,4.2,0.394,132.6745897046722
2026-08-26 11:24:12.039685800+00:00,46.7519,22.9619,0.0,1,-8.2,0.681,133.05879315865795
2026-08-26 11:27:38.851061400+00:00,46.761,22.9235,0.0,1,-6.4,0.77,130.1950735952455
2026-08-26 11:27:38.856171800+00:00,46.757,22.9277,0.0,1,9.7,0.451,130.72974744703865
2026-08-26 11:27:38.862111700+00:00,46.7577,22.9338,0.0,1,5.3,0.469,131.02551044070987
2026-08-26 11:30:36.555033100+00:00,46.7579,22.9863,0.0,1,6.7,0.613,134.03038112885326
2026-08-26 11:32:21.530604900+00:00,47.0729,22.5857,0.0,1,-6.2,0.326,88.4532338904376
2026-08-26 11:32:45.764454600+00:00,46.7535,23.0062,0.0,1,4.6,0.479,135.5029760070868
2026-08-26 11:32:45.777604900+00:00,46.7678,22.9464,0.0,1,-7.0,0.285,131.0075829755766
2026-08-26 11:34:52.444489300+00:00,47.0746,22.6,0.0,1,-10.0,0.379,89.22758039087478
2026-08-26 11:37:12.251462800+00:00,46.7589,23.0156,0.0,1,-14.0,0.517,135.66568899156763
2026-08-26 11:37:12.276012100+00:00,46.7507,22.9984,0.0,1,-13.7,0.717,135.25127029467174
2026-08-26 11:39:18.626028500+00:00,47.0808,22.6415,0.0,1,-8.7,0.255,91.43350173115316
2026-08-26 11:39:18.684545100+00:00,47.0694,22.6566,0.0,1,-4.4,0.345,93.08855969025112
2026-08-26 11:39:18.685449700+00:00,47.0787,22.6414,0.0,1,7.9,0.335,91.55669184398407
2026-08-26 11:39:18.686544800+00:00,47.0864,22.6466,0.0,1,4.6,0.246,91.41323296905485
2026-08-26 11:48:52.552338200+00:00,46.823,22.958,0.0,1,16.7,0.385,127.76304275436385
2026-08-26 11:54:02.146214300+00:00,46.8222,22.9995,0.0,1,-7.4,0.434,130.30086137281643
2026-08-26 11:54:02.146721700+00:00,46.8235,22.9882,0.0,1,-4.1,0.427,129.5332274405859
2026-08-26 11:54:02.162633700+00:00,46.8301,22.9675,0.0,1,10.9,0.376,127.84046418810844
2026-08-26 11:54:02.226882200+00:00,46.8259,22.9159,0.0,1,-14.8,0.419,125.06908353656462
2026-08-26 11:59:13.359779200+00:00,46.8665,22.9577,0.0,1,-15.6,0.385,124.78693516391775
2026-08-26 11:59:13.364410200+00:00,46.8174,23.0192,0.0,1,5.5,0.427,131.81365981132214
2026-08-26 12:01:34.397588500+00:00,46.8916,23.0951,12.5,2,-19.7,0.235,131.73969123927773
2026-08-26 12:05:55.152657700+00:00,46.8311,23.0284,0.0,1,-16.6,0.463,131.45009056556538
2026-08-26 12:09:26.791968+00:00,46.7977,22.9748,0.0,1,-32.1,0.434,130.52411284238096
2026-08-26 12:10:27.851348600+00:00,47.092,22.5601,0.0,1,4.8,0.343,85.64338562751429
2026-08-26 12:10:27.909180800+00:00,47.0946,22.5489,0.0,1,-5.0,0.356,84.7840177894693
2026-08-26 13:11:34.075328100+00:00,47.0548,22.4819,0.0,1,-11.2,0.227,83.45524101693377
2026-08-26 13:14:33.983664500+00:00,47.0576,22.4844,0.0,1,4.9,0.195,83.40251193096108
