time,precipitation_mm,et0_mm,water_balance_mm,vpd_mean_kpa,vpd_max_kpa,soil_temperature_surface_c,soil_moisture_surface,soil_moisture_root_zone
2026-05-31 00:00:00+02:00,0.5,4.42,-3.92,0.87,1.62,20.3,0.11066666666666668,0.24454166666666666
2026-06-01 00:00:00+02:00,15.8,2.56,13.24,0.42791666666666667,0.81,18.354166666666668,0.18995833333333334,0.25025000000000003
2026-06-02 00:00:00+02:00,7.1000000000000005,4.49,2.6100000000000003,0.6441666666666667,1.53,18.945833333333333,0.328125,0.2500833333333333
2026-06-03 00:00:00+02:00,0.2,5.29,-5.09,0.93,2.03,20.258333333333333,0.22891666666666666,0.24870833333333334
2026-06-04 00:00:00+02:00,0.9,4.25,-3.35,0.5437500000000001,1.07,20.779166666666665,0.1965,0.246375
2026-06-05 00:00:00+02:00,0.1,4.52,-4.42,0.7787499999999999,1.68,20.837500000000002,0.17816666666666667,0.24658333333333335
2026-06-06 00:00:00+02:00,1.8,3.43,-1.63,0.44208333333333333,0.82,19.841666666666665,0.17920833333333333,0.24529166666666666
2026-06-07 00:00:00+02:00,0.2,5.29,-5.09,0.9216666666666667,2.0,20.995833333333334,0.1701666666666667,0.23695833333333335
2026-06-08 00:00:00+02:00,0.0,5.17,-5.17,1.1920833333333334,2.24,21.329166666666666,0.13383333333333333,0.23258333333333334
2026-06-09 00:00:00+02:00,0.0,5.74,-5.74,1.4408333333333332,2.62,22.295833333333334,0.12358333333333334,0.22583333333333333
2026-06-10 00:00:00+02:00,0.8,5.37,-4.57,1.3545833333333333,2.61,24.1125,0.10825,0.22325000000000003
2026-06-11 00:00:00+02:00,4.9,4.18,0.7199999999999996,0.6741666666666667,1.51,21.233333333333334,0.15612499999999999,0.22783333333333333
2026-06-12 00:00:00+02:00,3.6,4.37,-0.77,0.58,1.17,18.525000000000002,0.20733333333333334,0.23741666666666664
2026-06-13 00:00:00+02:00,3.4000000000000004,3.9,-0.5000000000000001,0.40291666666666665,1.02,17.775000000000002,0.17812499999999998,0.2337916666666667
2026-06-14 00:00:00+02:00,3.5,4.65,-1.1500000000000001,0.7591666666666667,1.66,19.166666666666668,0.17537499999999998,0.22370833333333331
2026-06-15 00:00:00+02:00,0.0,4.97,-4.97,1.0,1.88,18.6875,0.12283333333333334,0.23158333333333334
2026-06-16 00:00:00+02:00,0.2,6.32,-6.12,1.2591666666666665,2.37,21.025000000000002,0.09133333333333334,0.23541666666666664
2026-06-17 00:00:00+02:00,10.200000000000001,4.36,5.84,0.7075,1.42,21.816666666666666,0.10604166666666666,0.22775
2026-06-18 00:00:00+02:00,0.1,4.87,-4.77,1.12125,2.26,23.28333333333333,0.09608333333333334,0.23929166666666668
2026-06-19 00:00:00+02:00,0.4,5.62,-5.22,1.4079166666666667,2.44,24.941666666666666,0.09654166666666668,0.23199999999999998
2026-06-20 00:00:00+02:00,0.6000000000000001,5.32,-4.72,1.4349999999999998,2.81,26.445833333333336,0.09529166666666666,0.21966666666666668
2026-06-21 00:00:00+02:00,8.4,4.9,3.5000000000000004,0.8220833333333334,1.87,26.158333333333335,0.13129166666666667,0.218
2026-06-22 00:00:00+02:00,5.1,4.7,0.4000000000000001,0.8916666666666666,1.69,25.804166666666664,0.10733333333333334,0.21745833333333334
2026-06-23 00:00:00+02:00,0.2,6.01,-5.81,1.31,2.54,25.78333333333333,0.11545833333333333,0.21595833333333334
