time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-08-25 22:00:00+00:00,1985.0,1568.5,4.9,201.9,177.2,0.0,603.8,0.2,4.1,122.6,10.5,19.8,53.8,0.2,4804.3,4750.3,5.9,10.3,202.91,0.374,-0.948,-0.354,-0.291,2.722,-0.212,0.791,2.082,4164.0
2026-08-25 22:15:00+00:00,1862.1,1566.2,4.9,201.8,182.5,0.0,605.1,0.2,4.1,130.7,10.3,19.6,62.3,0.1,4748.8,4686.4,6.2,10.5,194.95,0.297,-0.927,-0.28,-0.291,2.603,-0.275,0.791,1.918,3836.0000000000005
2026-08-25 22:30:00+00:00,1969.1,1586.2,4.9,201.6,182.7,0.0,560.3,0.2,4.1,83.7,10.7,19.6,65.5,0.1,4625.7,4560.1,6.4,10.9,174.92,0.246,-0.862,-0.245,-0.291,2.476,-0.291,0.791,1.823,3647.0000000000005
2026-08-25 22:45:00+00:00,1802.5,1629.6,4.9,201.9,184.3,0.0,518.2,0.2,4.1,53.1,10.3,20.1,66.1,0.1,4547.0,4480.8,6.5,11.1,158.87,0.324,-0.882,-0.303,-0.291,2.477,-0.265,0.791,1.851,3702.0
2026-08-25 23:00:00+00:00,1697.0,1673.3,4.9,201.6,184.7,0.0,526.6,0.2,4.1,62.0,10.6,19.7,69.9,0.1,4492.1,4422.0,6.7,10.9,175.54,0.256,-0.967,-0.258,-0.281,2.49,-0.325,0.798,1.715,3428.0000000000005
2026-08-25 23:15:00+00:00,1689.0,1707.3,4.9,201.6,184.4,0.0,524.5,0.2,4.1,49.8,10.5,20.0,73.0,0.2,4454.1,4380.8,6.8,11.0,170.39,0.257,-0.944,-0.297,-0.281,2.443,-0.308,0.798,1.668,3336.0
2026-08-25 23:30:00+00:00,1653.1,1718.0,4.9,201.6,185.1,0.0,517.9,0.2,4.1,51.4,10.3,19.5,62.7,0.2,4405.4,4342.5,6.7,10.6,163.97,0.218,-0.964,-0.279,-0.281,2.435,-0.334,0.798,1.594,3187.0000000000005
2026-08-25 23:45:00+00:00,1486.7,1723.4,4.9,201.6,180.8,0.0,511.4,0.2,4.1,48.7,10.3,19.4,58.0,0.3,4366.3,4307.9,6.6,10.5,159.85,0.265,-0.938,-0.336,-0.281,2.381,-0.31,0.798,1.58,3159.0
2026-08-26 00:00:00+00:00,1466.0,1723.3,4.9,201.5,183.7,0.0,500.8,0.2,4.1,52.4,9.8,18.9,51.5,0.1,4267.1,4215.5,6.6,10.2,173.66,0.316,-0.99,-0.394,-0.319,2.444,-0.28,0.711,1.487,2975.0
2026-08-26 00:15:00+00:00,1514.5,1722.5,4.9,201.2,187.0,0.0,500.7,0.2,4.1,49.2,10.1,17.6,49.7,0.2,4249.0,4199.2,6.6,10.2,172.25,0.281,-0.976,-0.382,-0.319,2.434,-0.29,0.711,1.459,2918.0
2026-08-26 00:30:00+00:00,1503.0,1731.0,5.0,201.3,186.7,0.0,501.5,0.2,4.1,49.2,9.5,19.4,42.4,0.1,4236.9,4194.4,6.4,9.9,171.98,0.274,-0.988,-0.39,-0.319,2.459,-0.286,0.711,1.461,2921.9999999999995
2026-08-26 00:45:00+00:00,1427.4,1735.4,5.0,201.4,185.3,0.0,501.8,0.2,4.1,48.1,10.0,19.5,36.9,0.1,4215.5,4178.6,6.3,9.7,170.55,0.299,-0.969,-0.438,-0.319,2.449,-0.252,0.711,1.48,2961.0
2026-08-26 01:00:00+00:00,1349.6,1734.4,5.0,201.1,185.2,0.0,503.8,0.2,4.1,49.6,9.8,19.1,38.7,0.1,4201.0,4162.2,6.4,9.8,175.09,0.304,-0.901,-0.437,-0.321,2.349,-0.227,0.594,1.362,2723.0000000000005
2026-08-26 01:15:00+00:00,1373.0,1733.3,4.9,200.8,184.8,0.0,505.1,0.2,4.1,49.8,9.7,19.9,39.8,0.1,4195.1,4155.1,6.4,9.8,176.0,0.344,-0.916,-0.486,-0.321,2.388,-0.2,0.594,1.403,2806.0
2026-08-26 01:30:00+00:00,1357.3,1733.8,4.8,200.9,185.4,0.0,504.8,0.2,4.1,49.5,10.1,18.8,37.8,0.1,4165.4,4127.5,6.4,9.7,173.14,0.357,-0.937,-0.5,-0.321,2.43,-0.21,0.594,1.414,2827.0
2026-08-26 01:45:00+00:00,1428.6,1736.0,4.8,200.8,185.1,0.0,503.2,0.2,4.1,48.6,9.9,18.6,39.8,0.1,4185.2,4145.2,6.4,9.8,170.8,0.396,-0.944,-0.52,-0.321,2.475,-0.184,0.594,1.497,2993.0000000000005
2026-08-26 02:00:00+00:00,1521.3,1735.1,4.8,201.3,184.2,0.0,503.8,0.2,4.1,50.1,10.1,18.5,40.3,0.1,4226.1,4185.7,6.4,9.8,170.14,0.395,-0.895,-0.503,-0.332,2.408,-0.173,0.521,1.421,2841.9999999999995
2026-08-26 02:15:00+00:00,1478.2,1734.0,4.6,201.4,184.3,0.0,511.1,0.2,4.1,72.3,10.3,19.2,35.1,0.9,4261.6,4225.6,6.2,9.6,168.54,0.362,-0.901,-0.443,-0.332,2.42,-0.181,0.521,1.446,2891.9999999999995
2026-08-26 02:30:00+00:00,1549.6,1734.5,4.6,201.7,185.8,0.0,512.7,0.2,4.1,58.8,10.4,19.1,26.7,0.1,4319.2,4292.4,6.0,9.3,171.46,0.417,-0.87,-0.441,-0.332,2.405,-0.155,0.521,1.545,3090.0
2026-08-26 02:45:00+00:00,1498.3,1733.3,4.6,201.5,184.9,0.0,530.8,0.2,4.1,82.5,10.2,19.2,23.0,0.2,4360.2,4337.0,5.8,9.1,173.16,0.487,-0.91,-0.488,-0.332,2.469,-0.144,0.521,1.603,3205.9999999999995
2026-08-26 03:00:00+00:00,1536.0,1733.8,4.6,201.4,182.5,0.0,531.3,0.2,4.1,76.8,10.5,18.9,23.9,0.2,4411.9,4387.8,5.8,9.1,174.09,0.42,-0.802,-0.46,-0.257,2.35,-0.137,0.539,1.652,3304.9999999999995
2026-08-26 03:15:00+00:00,1575.3,1734.3,4.6,201.1,182.0,0.0,543.5,0.2,4.1,73.7,10.4,18.3,24.4,0.4,4473.1,4448.3,5.7,9.1,188.83,0.384,-0.782,-0.433,-0.257,2.35,-0.139,0.539,1.662,3324.0
2026-08-26 03:30:00+00:00,1727.5,1734.1,4.6,201.3,180.8,0.0,545.2,0.2,4.1,68.2,10.5,18.3,26.6,0.1,4525.5,4498.8,5.7,9.2,196.74,0.394,-0.781,-0.443,-0.257,2.386,-0.134,0.539,1.703,3407.0
2026-08-26 03:45:00+00:00,1777.6,1733.3,3.3,201.3,179.7,0.0,535.8,0.2,4.1,58.2,10.2,18.2,17.1,2.8,4578.3,4558.5,5.4,9.0,203.57,0.393,-0.765,-0.415,-0.257,2.389,-0.126,0.539,1.757,3514.9999999999995
2026-08-26 04:00:00+00:00,1910.2,1736.7,4.6,200.4,182.9,0.0,562.4,0.2,4.1,75.0,9.8,19.5,17.6,27.1,4721.8,4677.0,5.8,9.6,199.0,0.402,-0.674,-0.358,-0.218,2.29,-0.09,0.521,1.873,3746.0000000000005
2026-08-26 04:15:00+00:00,1965.0,1737.1,5.3,201.3,185.2,0.0,559.2,0.2,4.1,92.4,9.6,18.9,18.9,81.3,4886.5,4786.3,6.8,11.3,208.0,0.434,-0.646,-0.351,-0.218,2.288,-0.068,0.521,1.96,3920.0
2026-08-26 04:30:00+00:00,1969.6,1736.9,5.3,201.3,185.1,0.0,576.1,0.2,4.1,101.9,9.4,19.0,16.7,151.7,4959.5,4791.1,8.0,13.2,202.59,0.446,-0.599,-0.333,-0.218,2.193,-0.054,0.521,1.956,3912.0
2026-08-26 04:45:00+00:00,1918.5,1737.5,5.3,201.4,181.3,0.0,571.6,0.2,4.1,131.3,9.6,19.2,13.3,237.9,5003.6,4752.3,9.6,15.5,204.09,0.413,-0.546,-0.36,-0.218,2.142,-0.055,0.521,1.897,3793.9999999999995
2026-08-26 05:00:00+00:00,1814.3,1738.8,5.3,201.1,179.6,0.0,585.4,0.2,4.1,129.8,9.5,18.6,10.7,338.3,5036.2,4687.2,11.5,18.0,223.68,0.36,-0.449,-0.237,-0.115,1.913,-0.051,0.479,1.9,3800.0
2026-08-26 05:15:00+00:00,1693.3,1739.4,5.0,200.9,184.5,0.0,604.9,0.2,4.1,180.6,9.2,18.8,10.2,482.0,5089.9,4597.7,14.2,21.0,211.9,0.24,-0.46,-0.132,-0.115,1.804,-0.158,0.479,1.658,3316.0
2026-08-26 05:30:00+00:00,1453.7,1740.4,5.0,201.4,184.2,0.1,603.5,0.2,4.1,139.7,8.7,18.4,11.5,660.2,4999.4,4327.6,18.0,25.2,197.35,0.179,-0.453,-0.129,-0.115,1.685,-0.182,0.479,1.464,2928.0
2026-08-26 05:45:00+00:00,1236.8,1744.1,5.0,201.3,182.9,0.0,552.6,0.2,4.1,127.9,9.0,19.0,9.8,881.8,4930.8,4039.2,22.7,30.0,189.4,0.08,-0.458,-0.114,-0.115,1.546,-0.209,0.479,1.209,2418.0
2026-08-26 06:00:00+00:00,1084.7,1744.5,4.2,198.6,185.7,0.0,532.4,0.2,4.1,129.6,9.2,19.4,11.4,1111.0,4812.0,3689.6,28.0,34.1,212.12,-0.115,-0.424,-0.021,0.016,1.29,-0.267,0.588,1.067,2134.0
2026-08-26 06:15:00+00:00,916.2,1744.9,4.3,199.0,186.7,0.0,535.8,0.2,4.1,129.7,9.3,18.6,10.2,1317.9,4783.5,3455.4,32.5,37.4,204.49,-0.227,-0.398,-0.01,0.016,1.112,-0.289,0.588,0.792,1584.0
2026-08-26 06:30:00+00:00,763.4,1745.3,4.4,198.6,187.1,0.0,521.3,0.2,4.1,113.8,9.3,18.1,6.0,1504.7,4733.7,3223.1,36.7,40.3,186.55,-0.393,-0.359,0.095,0.016,0.907,-0.346,0.588,0.507,1015.0000000000001
2026-08-26 06:45:00+00:00,539.8,1743.9,4.5,198.8,173.6,0.0,508.6,0.2,4.1,111.2,9.1,18.2,3.7,1710.1,4721.2,3007.3,41.1,43.2,170.92,-0.574,-0.34,0.244,0.016,0.68,-0.417,0.588,0.198,395.0000000000001
2026-08-26 07:00:00+00:00,256.8,1740.6,4.7,197.5,158.9,0.0,504.1,0.2,4.1,129.6,8.8,18.4,2.6,1881.6,4631.3,2747.2,45.5,45.3,191.47,-0.673,-0.378,0.277,0.034,0.605,-0.428,0.632,0.069,137.99999999999986
2026-08-26 07:15:00+00:00,-124.8,1741.5,4.7,197.1,140.5,0.0,542.5,0.2,4.1,166.6,9.4,19.3,1.5,2041.0,4572.7,2530.2,49.6,46.6,183.11,-0.75,-0.337,0.302,0.034,0.398,-0.436,0.632,-0.157,-313.99999999999994
2026-08-26 07:30:00+00:00,-359.9,1740.9,4.7,197.4,134.9,0.0,515.2,0.2,4.1,136.3,9.6,19.3,1.8,2218.2,4474.1,2254.1,54.7,49.1,173.52,-0.75,-0.328,0.278,0.034,0.223,-0.431,0.632,-0.342,-683.9999999999999
2026-08-26 07:45:00+00:00,-597.8,1739.8,4.8,197.5,134.4,0.0,482.2,0.2,4.1,147.0,9.7,18.2,2.2,2380.7,4401.2,2018.4,59.3,50.9,157.08,-0.792,-0.346,0.261,0.034,0.147,-0.43,0.632,-0.495,-988.9999999999999
2026-08-26 08:00:00+00:00,-460.5,1742.7,5.1,196.8,137.3,0.0,244.2,0.2,4.1,145.5,10.3,16.9,2.1,2522.3,4324.0,1799.6,63.6,54.7,184.34,-0.803,-0.369,0.318,-0.127,0.161,-0.427,0.601,-0.646,-1292.0000000000002
2026-08-26 08:15:00+00:00,-503.6,1745.0,5.2,196.9,138.2,0.0,80.2,0.2,4.1,156.1,9.9,17.1,1.9,2648.4,4301.7,1651.4,66.8,57.5,146.82,-0.744,-0.418,0.31,-0.127,0.216,-0.423,0.601,-0.586,-1170.9999999999998
