time,cape,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,wet_bulb_temperature_2m
2026-09-04 00:00:00+00:00,0.0,0.0,3330.0,35.0,22.6,14.9
2026-09-04 01:00:00+00:00,0.0,0.0,3320.0,40.0,22.2,14.6
2026-09-04 02:00:00+00:00,0.0,0.0,3380.0,25.0,22.1,14.3
2026-09-04 03:00:00+00:00,0.0,0.0,3360.0,15.0,21.9,14.0
2026-09-04 04:00:00+00:00,0.0,0.0,3400.0,15.0,24.7,13.7
2026-09-04 05:00:00+00:00,0.0,0.0,3390.0,20.0,26.0,14.5
2026-09-04 06:00:00+00:00,0.0,0.0,3480.0,70.0,25.7,14.9
2026-09-04 07:00:00+00:00,0.0,0.0,3470.0,205.0,27.6,15.0
2026-09-04 08:00:00+00:00,0.0,0.0,3520.0,955.0,26.1,15.9
2026-09-04 09:00:00+00:00,0.0,0.0,3670.0,1490.0,25.9,16.7
2026-09-04 10:00:00+00:00,0.0,0.0,3620.0,1440.0,26.8,17.6
2026-09-04 11:00:00+00:00,0.0,0.0,3630.0,1855.0,27.2,17.4
2026-09-04 12:00:00+00:00,0.0,0.0,3710.0,2015.0,27.1,17.8
2026-09-04 13:00:00+00:00,0.0,0.0,3850.0,1995.0,26.6,17.3
2026-09-04 14:00:00+00:00,0.0,0.0,3930.0,2050.0,27.6,16.9
2026-09-04 15:00:00+00:00,0.0,0.0,3950.0,2145.0,30.0,17.3
2026-09-04 16:00:00+00:00,0.0,0.0,4160.0,970.0,29.8,17.2
2026-09-04 17:00:00+00:00,0.0,0.0,4170.0,60.0,29.0,17.1
2026-09-04 18:00:00+00:00,0.0,0.0,4250.0,80.0,27.7,16.9
2026-09-04 19:00:00+00:00,0.0,0.0,4250.0,115.0,28.5,16.4
2026-09-04 20:00:00+00:00,0.0,0.0,4280.0,120.0,29.7,16.2
2026-09-04 21:00:00+00:00,0.0,0.0,4300.0,180.0,28.7,15.7
2026-09-04 22:00:00+00:00,0.0,0.0,4210.0,230.0,28.6,15.1
2026-09-04 23:00:00+00:00,0.0,0.0,4310.0,260.0,28.8,14.9
2026-09-05 00:00:00+00:00,0.0,0.0,4350.0,255.0,29.1,14.4
2026-09-05 01:00:00+00:00,0.0,0.0,4330.0,340.0,29.5,14.2
2026-09-05 02:00:00+00:00,0.0,0.0,4270.0,360.0,29.4,13.9
2026-09-05 03:00:00+00:00,0.0,0.0,4180.0,370.0,29.6,13.8
2026-09-05 04:00:00+00:00,20.0,0.0,4120.0,370.0,30.8,13.9
2026-09-05 05:00:00+00:00,0.0,0.0,4030.0,355.0,32.3,14.1
2026-09-05 06:00:00+00:00,0.0,0.0,4040.0,335.0,33.7,14.8
2026-09-05 07:00:00+00:00,80.0,0.0,3990.0,430.0,34.1,15.8
2026-09-05 08:00:00+00:00,90.0,0.0,3970.0,695.0,34.0,16.6
2026-09-05 09:00:00+00:00,20.0,0.0,3950.0,490.0,36.1,17.0
2026-09-05 10:00:00+00:00,80.0,0.0,3950.0,585.0,38.7,16.8
2026-09-05 11:00:00+00:00,70.0,0.0,3890.0,695.0,36.3,16.8
2026-09-05 12:00:00+00:00,0.0,0.0,3800.0,900.0,32.0,16.5
2026-09-05 13:00:00+00:00,0.0,0.0,3800.0,1650.0,32.6,16.6
2026-09-05 14:00:00+00:00,0.0,0.0,3880.0,945.0,29.5,17.0
2026-09-05 15:00:00+00:00,0.0,0.0,3780.0,1435.0,25.8,17.5
2026-09-05 16:00:00+00:00,0.0,0.0,3820.0,1270.0,22.0,18.1
2026-09-05 17:00:00+00:00,0.0,0.0,3850.0,265.0,16.4,17.2
2026-09-05 18:00:00+00:00,0.0,0.0,3860.0,315.0,12.2,17.2
2026-09-05 19:00:00+00:00,0.0,0.0,3790.0,410.0,12.3,16.8
2026-09-05 20:00:00+00:00,0.0,0.0,3680.0,365.0,12.1,16.4
2026-09-05 21:00:00+00:00,0.0,0.0,3530.0,320.0,13.0,15.9
2026-09-05 22:00:00+00:00,0.0,0.0,3510.0,260.0,14.5,15.3
2026-09-05 23:00:00+00:00,0.0,0.0,3470.0,140.0,16.4,14.8
2026-09-06 00:00:00+00:00,0.0,0.0,3360.0,70.0,13.7,14.2
2026-09-06 01:00:00+00:00,0.0,0.0,3110.0,60.0,13.2,13.5
2026-09-06 02:00:00+00:00,0.0,0.0,3090.0,65.0,13.8,12.8
2026-09-06 03:00:00+00:00,0.0,0.0,3010.0,115.0,15.7,12.9
2026-09-06 04:00:00+00:00,0.0,0.0,2990.0,140.0,16.7,12.5
2026-09-06 05:00:00+00:00,0.0,0.0,2740.0,240.0,16.3,12.5
2026-09-06 06:00:00+00:00,0.0,0.0,2630.0,235.0,16.2,13.3
2026-09-06 07:00:00+00:00,0.0,0.0,2580.0,435.0,15.6,13.7
2026-09-06 08:00:00+00:00,0.0,0.0,2600.0,1375.0,15.2,13.9
2026-09-06 09:00:00+00:00,0.0,0.0,2880.0,1670.0,14.9,14.1
2026-09-06 10:00:00+00:00,0.0,0.0,2930.0,2110.0,14.7,14.2
2026-09-06 11:00:00+00:00,0.0,0.0,3150.0,2295.0,14.2,14.4
2026-09-06 12:00:00+00:00,0.0,0.0,3110.0,2420.0,13.7,14.4
2026-09-06 13:00:00+00:00,0.0,0.0,3240.0,2345.0,13.7,13.9
2026-09-06 14:00:00+00:00,0.0,0.0,3340.0,2240.0,13.4,13.6
2026-09-06 15:00:00+00:00,0.0,0.0,3660.0,2225.0,13.9,13.3
2026-09-06 16:00:00+00:00,0.0,0.0,3790.0,560.0,14.1,13.0
2026-09-06 17:00:00+00:00,0.0,0.0,3790.0,160.0,14.2,12.6
2026-09-06 18:00:00+00:00,0.0,0.0,3720.0,200.0,13.9,12.4
2026-09-06 19:00:00+00:00,0.0,0.0,4020.0,420.0,14.8,11.6
2026-09-06 20:00:00+00:00,0.0,0.0,3950.0,485.0,15.3,11.3
2026-09-06 21:00:00+00:00,0.0,0.0,4020.0,480.0,15.1,11.2
2026-09-06 22:00:00+00:00,0.0,0.0,4090.0,375.0,15.1,10.9
2026-09-06 23:00:00+00:00,0.0,0.0,4150.0,220.0,15.0,10.7
