temperature_mean_c,dew_point_mean_c,precipitation_total_mm,wind_speed_mean_ms,wind_gust_max_ms,pressure_mean_hpa,pressure_range_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,sunshine_total_s,frost_hours,cooling_degree_days_c,heating_degree_days_c,baseline_year
23.72361111111111,19.354166666666668,13.8,2.4769444444444444,8.4,1013.9569444444446,2.6000000000000227,60.18055555555556,16989.0,142638.28,0.0,17.170833333333334,0.0,2016
22.21111111111111,13.391666666666666,0.1,3.7901388888888885,8.1,1014.4833333333333,9.100000000000023,18.97222222222222,18327.0,144092.31,0.0,13.699999999999998,1.0666666666666667,2017
25.90138888888889,18.03472222222222,1.1,4.647638888888888,12.1,1010.5194444444444,4.300000000000068,43.25,18602.0,148260.02,0.0,23.704166666666666,0.0,2018
23.90694444444445,18.854166666666668,12.1,3.3993055555555554,12.1,1005.4000000000001,7.100000000000023,66.43055555555556,15909.0,123032.13000000002,0.0,17.720833333333335,0.0,2019
24.084722222222222,18.256944444444443,0.1,3.4008333333333334,7.9,1016.5861111111111,4.099999999999909,37.30555555555556,18638.0,151409.87,0.0,18.55416666666667,0.2999999999999998,2020
26.926388888888887,16.045833333333334,0.6000000000000001,4.626527777777778,15.5,1012.1069444444444,6.2000000000000455,25.194444444444443,18706.0,154436.22999999998,0.0,26.77916666666667,0.0,2021
24.197222222222223,15.581944444444446,24.9,4.472083333333334,11.1,1014.0805555555554,5.7000000000000455,63.138888888888886,12694.0,100052.47,0.0,18.591666666666665,0.0,2022
22.005555555555556,15.068055555555556,4.4,4.649583333333333,13.2,1011.8347222222224,3.7000000000000455,59.68055555555556,16302.0,119972.33,0.0,13.029166666666669,1.0125000000000002,2023
23.50416666666667,10.76388888888889,0.0,5.792777777777778,15.5,1018.4611111111112,6.5,14.86111111111111,20990.0,154945.63,0.0,16.808333333333334,0.2958333333333332,2024
20.504166666666666,14.501388888888888,8.5,6.299583333333334,13.9,1008.2874999999999,11.200000000000045,67.88888888888889,16231.0,116028.7,0.0,7.8625,0.35000000000000026,2025
