start_date,end_date,similarity,distance,character,metrics
2015-07-03,2015-07-05,97.1,0.241,"dry, bright","{'temperature_mean_c': 24.36666666666667, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.3466666666666645, 'shortwave_total_mj_m2': 78.37000000000002, 'cloud_cover_mean_pct': 24.666666666666668, 'pressure_mean_hpa': 1021.6999999999998}"
2025-08-08,2025-08-10,96.2,0.28,"dry, bright","{'temperature_mean_c': 24.366666666666674, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.0299999999999967, 'shortwave_total_mj_m2': 73.38000000000004, 'cloud_cover_mean_pct': 6.0, 'pressure_mean_hpa': 1020.3666666666671}"
2022-07-19,2022-07-21,93.4,0.369,"warm, dry, bright","{'temperature_mean_c': 26.733333333333345, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.609999999999998, 'shortwave_total_mj_m2': 74.89000000000007, 'cloud_cover_mean_pct': 10.333333333333334, 'pressure_mean_hpa': 1019.2333333333336}"
2012-08-19,2012-08-21,93.3,0.372,"warm, dry","{'temperature_mean_c': 25.400000000000002, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.1399999999999992, 'shortwave_total_mj_m2': 67.83000000000001, 'cloud_cover_mean_pct': 6.333333333333333, 'pressure_mean_hpa': 1019.5666666666666}"
2017-07-17,2017-07-19,92.3,0.402,"dry, bright","{'temperature_mean_c': 23.133333333333336, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 1.9566666666666641, 'shortwave_total_mj_m2': 76.04000000000005, 'cloud_cover_mean_pct': 12.333333333333334, 'pressure_mean_hpa': 1019.3333333333334}"
